# 30/12/2025 10:10:02 AM: Prices - EPEX Spot Market Auction - switzerland - Currency: EUR
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Minimum,Maximum,Baseload,Peakload,Off-peak,Off-peak 2,Off-peak 1,Night,Late morning,Early afternoon,Evening,Early morning,Business,Afternoon,Middle night,Morning,High noon,Rush hour,Sun peak
21/12/2025,107.81,100.22,98.53,,98.00,97.31,97.90,100.10,104.76,108.05,109.77,106.81,105.30,102.20,104.00,108.56,113.53,118.60,120.00,120.01,121.89,119.95,112.25,107.46,100.27,97.31,121.89,107.64,111.56,103.71,109.98,100.58,99.96,107.48,107.07,113.64,100.02,107.28,115.17,101.14,105.67,104.58,120.13,106.73
20/12/2025,102.00,98.53,96.10,,96.10,95.90,94.90,99.10,106.01,111.30,112.92,104.02,101.05,99.57,100.86,109.81,117.61,119.32,120.39,118.14,118.76,118.00,109.81,103.89,100.89,94.90,120.39,106.46,111.15,101.77,108.15,98.58,97.26,107.32,106.96,111.58,98.98,107.14,116.78,98.18,107.33,101.38,119.15,105.49
19/12/2025,112.20,107.79,106.20,,103.57,105.31,111.52,120.01,126.72,128.27,127.75,126.57,122.10,119.23,119.40,124.20,126.00,127.19,127.54,126.40,125.00,122.39,118.71,115.94,111.36,103.57,128.27,119.22,124.97,113.48,117.10,111.67,107.77,126.17,122.21,119.97,115.89,124.19,126.23,107.44,125.69,121.83,126.53,122.92
18/12/2025,110.20,105.82,106.00,,106.00,107.46,110.71,120.29,129.01,131.44,129.38,126.89,124.04,120.00,120.38,123.87,127.60,130.81,131.00,130.00,128.69,126.49,122.10,119.13,116.00,105.82,131.44,120.97,127.01,114.93,120.93,111.94,107.70,127.94,122.96,123.74,116.87,125.45,128.32,107.01,127.53,122.83,130.13,123.80
17/12/2025,104.00,99.00,99.04,,98.05,98.36,102.40,116.17,128.61,136.30,132.43,126.58,124.61,123.31,123.48,127.01,131.01,134.00,132.71,129.76,129.69,124.07,120.39,114.00,107.36,98.05,136.30,119.26,129.24,109.29,116.46,105.70,100.14,129.98,126.20,120.88,111.39,128.09,131.18,100.02,128.38,124.50,131.54,126.00
16/12/2025,104.00,101.91,101.30,,100.74,99.16,102.98,121.01,128.00,131.42,129.07,125.60,123.39,121.51,122.04,128.71,136.65,146.01,146.63,143.06,136.34,130.00,118.67,110.44,102.89,99.16,146.63,121.31,132.54,110.09,115.50,107.39,101.68,127.37,127.23,123.57,112.79,127.30,139.50,101.99,127.38,123.14,143.01,126.32
15/12/2025,98.17,96.07,96.02,,96.18,96.02,100.10,119.01,125.11,129.02,124.70,119.01,116.00,112.84,117.50,122.80,124.80,127.99,129.08,127.99,127.90,121.29,116.00,109.88,101.23,96.02,129.08,114.78,123.30,106.26,112.10,103.34,97.09,122.18,119.49,117.38,110.06,120.83,126.17,96.61,124.46,116.34,128.24,118.83
14/12/2025,104.00,100.00,99.29,,98.85,99.00,99.13,100.61,106.50,106.00,104.87,98.60,96.89,98.03,97.73,99.33,110.10,119.10,121.50,122.04,122.99,120.00,116.21,112.36,101.54,96.89,122.99,106.44,108.10,104.79,112.53,100.92,100.05,101.59,101.30,115.86,101.31,101.44,112.51,100.54,104.50,97.81,121.41,100.11
13/12/2025,106.00,102.00,101.90,,100.10,98.00,99.55,104.99,110.39,112.42,110.66,102.00,99.81,97.77,98.01,101.55,111.95,118.08,119.91,121.42,121.28,119.39,111.00,107.40,102.00,97.77,121.42,107.40,109.57,105.23,109.95,102.87,101.26,106.22,102.32,113.75,103.23,104.27,112.87,102.50,109.62,99.40,120.17,101.85
12/12/2025,101.59,100.62,99.10,,96.20,100.72,100.14,115.91,127.90,135.00,127.90,121.13,118.96,116.00,116.57,126.09,133.47,138.19,141.01,137.17,127.46,121.12,112.75,107.70,101.19,96.20,141.01,117.66,128.25,107.08,110.69,105.27,99.73,125.75,123.03,117.90,111.17,124.39,134.69,99.38,126.68,118.17,135.96,122.04
11/12/2025,105.93,100.56,99.75,,99.21,100.00,102.57,118.80,127.80,129.01,126.74,121.20,117.07,112.26,115.94,120.00,126.10,127.40,129.79,128.99,127.79,125.01,119.29,112.00,104.94,99.21,129.79,116.59,123.52,109.66,115.31,106.83,101.34,123.51,118.58,119.67,112.29,121.04,125.82,101.36,125.59,116.62,128.49,118.76
10/12/2025,104.00,102.00,101.04,,101.53,101.99,106.50,120.50,128.60,129.68,125.00,120.51,116.91,108.00,112.69,120.00,126.60,130.10,129.11,128.37,128.55,124.40,117.31,113.50,106.59,101.04,130.10,116.81,122.96,110.66,115.45,108.27,102.84,123.03,116.82,119.79,114.40,119.92,126.45,102.14,125.95,114.53,129.03,117.45
09/12/2025,100.12,99.00,99.00,,98.39,99.86,107.50,120.00,127.90,129.25,127.10,122.38,118.00,115.14,120.10,124.11,128.18,130.71,131.07,129.79,129.79,125.29,123.00,116.40,109.25,98.39,131.07,117.97,125.47,110.48,118.49,106.47,100.65,124.18,121.88,122.25,113.82,123.03,128.52,99.13,126.06,118.91,130.34,121.32
08/12/2025,94.91,93.00,92.86,,91.21,91.23,92.88,98.00,110.04,112.33,112.65,107.60,100.59,99.00,99.19,100.26,114.00,118.70,120.00,120.49,121.11,121.09,113.91,108.04,99.88,91.21,121.11,105.54,110.49,100.59,110.73,95.52,92.68,108.29,103.11,114.09,98.04,105.70,113.24,93.00,108.26,101.60,120.08,103.44
07/12/2025,100.65,98.93,97.40,,96.10,96.00,96.14,97.82,100.04,101.95,99.03,97.51,99.85,99.56,98.11,101.06,107.59,113.05,112.55,118.63,115.80,114.80,109.25,104.76,99.05,96.00,118.63,103.15,105.39,100.91,106.97,97.89,97.54,99.59,101.58,110.38,97.50,100.58,108.56,98.27,99.71,98.76,115.01,100.61
06/12/2025,101.33,97.00,96.99,,95.22,94.66,94.84,101.92,111.18,111.30,109.03,102.08,99.61,100.23,99.61,103.30,110.70,118.62,120.91,122.10,120.00,116.40,111.31,104.80,102.12,94.66,122.10,106.05,109.79,102.31,108.66,99.14,96.67,105.51,103.46,112.79,100.65,104.48,113.38,97.64,108.36,100.38,120.41,102.59
05/12/2025,102.05,98.46,98.00,,97.38,100.00,103.14,126.99,156.87,200.08,190.00,200.00,180.96,157.42,148.82,153.99,163.34,157.98,151.53,152.44,135.49,125.58,112.49,108.17,102.03,97.38,200.08,138.47,166.00,110.93,112.07,110.36,99.84,192.76,155.89,122.70,121.75,174.33,156.71,98.97,168.49,171.80,149.36,167.42
04/12/2025,105.35,102.50,100.49,,100.47,102.00,105.63,125.00,153.40,170.72,165.00,150.61,140.19,134.10,139.78,146.81,153.78,170.83,163.60,152.56,142.02,130.89,123.65,118.04,110.54,100.47,170.83,133.67,152.50,114.83,120.78,111.86,102.74,156.63,143.62,129.62,121.51,150.12,158.76,102.20,153.53,141.17,157.25,144.21
03/12/2025,106.88,105.60,102.91,,103.28,104.23,107.92,128.24,162.04,172.11,168.34,158.85,151.94,147.69,150.35,156.58,157.07,167.57,175.67,165.69,168.27,137.29,125.00,118.37,111.02,102.91,175.67,139.70,161.68,117.73,122.92,115.14,105.14,162.81,152.92,137.61,125.61,157.87,164.22,104.67,157.68,152.21,169.30,153.75
02/12/2025,105.90,105.91,105.62,,104.30,104.30,107.86,126.04,137.28,145.00,138.41,135.02,131.77,127.53,130.00,136.95,145.78,164.79,171.95,168.30,149.69,138.46,128.13,122.10,112.24,104.30,171.95,130.97,145.43,116.51,125.23,112.15,105.65,137.55,135.07,136.49,118.87,136.31,154.87,105.43,136.68,131.08,163.68,134.51
01/12/2025,105.34,101.60,99.00,,100.07,100.20,106.02,124.22,135.00,142.40,139.49,134.43,131.53,129.10,130.10,136.70,135.93,139.74,138.80,135.03,136.92,130.86,123.81,115.67,109.00,99.00,142.40,124.21,135.85,112.57,119.84,108.93,102.04,136.96,132.96,125.22,116.36,134.96,137.79,101.50,135.28,131.29,137.62,132.97
30/11/2025,110.00,104.69,102.28,,101.19,99.49,101.34,106.20,109.00,108.74,106.00,98.43,96.03,97.00,97.60,100.90,110.57,119.24,125.48,127.26,126.06,124.35,117.33,113.02,109.00,96.03,127.26,108.80,109.44,108.16,115.93,104.27,103.17,102.30,101.52,119.50,104.01,101.91,114.05,104.54,107.49,97.27,124.51,100.09
29/11/2025,110.57,108.10,107.41,,105.95,105.10,106.80,111.51,120.00,122.96,119.00,110.85,109.54,106.83,106.89,111.28,120.08,126.37,128.18,127.49,126.00,123.60,116.51,114.00,109.66,105.10,128.18,114.78,117.96,111.60,115.94,109.43,107.32,115.59,111.27,119.54,110.85,113.43,121.48,108.01,118.37,108.53,127.01,110.91
28/11/2025,103.03,99.77,99.26,,99.66,99.70,102.38,119.31,131.00,132.81,130.27,122.90,118.00,113.42,111.91,121.17,129.06,129.80,133.57,128.12,127.70,123.00,112.55,106.12,103.82,99.26,133.57,116.60,124.89,108.30,111.37,106.76,100.63,126.00,118.89,116.89,113.10,122.44,128.40,100.43,128.35,116.56,129.80,119.41
27/11/2025,110.63,108.00,106.45,,106.00,105.67,107.08,123.99,134.79,134.27,130.29,125.00,122.20,119.20,119.01,128.20,132.06,135.05,135.97,136.46,131.17,128.13,121.04,115.78,111.80,105.67,136.46,122.01,129.07,114.95,119.19,112.83,107.31,127.94,124.62,124.06,117.88,126.28,132.82,107.77,130.84,121.35,134.66,124.28
26/11/2025,104.06,101.57,99.97,,99.80,99.81,105.51,133.00,184.68,208.18,210.00,192.46,182.99,181.33,180.00,173.85,276.61,317.97,288.41,258.75,220.00,153.03,120.03,112.40,109.62,99.80,317.97,171.42,224.21,118.62,123.77,116.05,101.79,198.41,202.95,162.31,130.75,200.68,264.21,101.35,183.97,184.20,271.28,197.87
25/11/2025,106.97,105.20,104.05,,103.81,103.57,111.31,137.01,155.71,186.05,183.30,186.20,193.02,171.29,220.00,238.44,250.00,267.20,253.31,234.84,182.18,157.49,135.65,121.01,107.99,103.57,267.20,167.32,213.82,120.81,130.54,115.95,105.82,187.14,219.93,156.53,126.90,203.54,252.24,105.01,165.52,192.63,234.38,209.83
24/11/2025,102.39,99.95,97.24,,96.00,97.00,102.58,116.45,129.74,136.29,135.03,131.41,131.37,131.74,134.50,136.99,148.71,160.49,158.80,154.61,151.92,127.40,119.66,113.76,107.83,96.00,160.49,125.91,142.66,109.17,117.16,105.17,99.19,133.53,137.99,129.20,111.44,135.76,151.25,98.90,129.38,132.26,156.46,135.79
23/11/2025,115.80,111.80,110.36,,110.21,110.54,111.00,112.70,113.96,115.64,112.04,110.33,110.10,111.00,111.88,113.11,120.00,128.22,131.60,131.59,129.02,125.00,122.43,118.21,111.00,110.10,131.60,116.56,118.71,114.42,119.16,112.05,111.62,112.03,114.00,122.88,112.05,113.01,123.23,112.04,113.59,110.83,130.11,112.74
22/11/2025,114.96,110.53,108.36,,107.10,106.26,109.37,116.00,121.80,123.05,121.10,115.51,109.85,107.11,107.10,116.56,123.00,126.00,127.69,127.69,126.70,124.30,120.20,116.72,114.47,106.26,127.69,116.73,119.28,114.17,118.92,111.80,109.43,117.38,113.44,121.68,113.36,115.41,123.31,110.24,120.49,109.89,127.02,113.19
21/11/2025,106.67,104.84,102.52,,100.86,104.00,107.70,128.40,165.47,182.67,168.06,150.00,137.07,133.67,134.91,140.20,175.36,217.54,233.95,184.85,165.00,130.98,120.36,114.00,106.83,100.86,233.95,142.33,168.61,116.05,118.04,115.06,104.43,159.45,146.04,137.00,126.39,152.74,191.76,103.72,161.15,138.91,200.34,145.20
20/11/2025,106.99,105.10,104.42,,103.91,104.15,106.12,124.70,133.35,139.09,131.21,125.03,121.51,119.50,121.50,127.10,131.90,146.50,155.00,148.91,137.06,126.64,121.03,114.70,109.92,103.91,155.00,123.56,133.69,113.42,118.07,111.09,105.12,129.21,125.00,126.38,117.08,127.11,140.13,105.11,132.09,121.89,146.87,124.42
19/11/2025,110.00,106.00,104.00,,103.70,104.31,112.84,125.29,135.10,138.41,126.41,121.08,118.00,113.03,115.82,122.81,133.95,138.92,140.99,139.05,136.34,128.41,120.00,116.68,112.00,103.70,140.99,121.80,128.73,114.86,119.27,112.66,106.81,125.98,121.40,125.41,119.39,123.69,134.17,105.93,131.30,116.98,138.83,120.78
18/11/2025,103.34,100.08,99.00,,98.43,98.97,104.99,118.17,126.29,131.20,125.00,120.85,118.40,113.20,115.80,120.50,127.80,132.71,136.40,133.21,128.85,125.95,119.00,113.20,108.84,98.43,136.40,117.51,125.33,109.69,116.75,106.16,100.80,123.86,119.33,121.51,112.11,121.59,129.35,100.21,125.17,117.06,132.79,119.43
17/11/2025,93.68,90.89,90.45,,91.01,91.80,98.01,117.42,127.09,127.60,125.06,123.11,122.83,122.01,122.01,122.93,128.07,130.09,130.45,130.04,126.66,121.72,114.01,108.00,104.61,90.45,130.45,114.98,125.91,104.06,112.09,100.04,92.64,124.65,123.76,117.51,108.58,124.20,127.89,91.51,124.29,122.49,129.31,123.49
16/11/2025,99.17,96.41,94.00,,92.59,92.70,94.50,100.05,104.49,102.02,102.00,102.04,103.21,102.87,105.46,108.80,113.40,120.59,123.67,123.90,119.80,118.03,113.41,104.91,98.41,92.59,123.90,105.68,110.65,100.72,108.69,96.74,94.90,102.32,107.63,113.08,97.94,104.98,116.62,95.54,102.14,103.40,121.99,105.96
15/11/2025,105.00,99.45,98.01,,97.00,97.64,99.65,108.67,114.35,112.95,108.54,102.93,100.65,100.12,102.05,108.00,116.39,123.13,125.89,125.94,123.70,119.56,113.68,111.80,107.92,97.00,125.94,109.29,112.52,106.06,113.24,102.47,99.46,106.27,106.64,117.10,105.08,106.45,118.35,99.87,111.13,101.44,124.67,105.02
14/11/2025,105.77,103.21,101.36,,100.00,101.30,111.55,123.89,134.60,130.00,119.30,109.16,102.83,99.65,102.04,116.00,127.09,132.52,134.27,130.00,128.74,125.00,118.00,112.79,107.43,99.65,134.60,115.69,119.30,112.08,115.81,110.21,103.87,115.32,111.20,120.33,117.84,113.26,127.47,102.59,126.95,103.42,131.38,109.46
13/11/2025,102.58,99.20,99.10,,98.01,99.54,106.00,121.06,129.39,125.30,116.60,104.16,98.08,93.48,96.79,109.71,126.70,131.50,130.00,129.46,128.00,125.49,120.00,117.02,111.77,93.48,131.50,113.29,115.82,110.76,118.57,106.86,100.74,111.04,106.67,121.96,114.00,108.85,124.48,99.72,123.09,98.13,129.74,104.82
12/11/2025,102.53,100.00,99.60,,97.98,98.70,108.68,121.90,130.10,128.20,118.76,110.66,102.93,97.50,100.86,112.70,124.20,130.46,131.25,130.10,129.49,124.34,118.87,114.04,109.07,97.50,131.25,114.29,118.09,110.48,116.58,107.44,101.25,115.14,108.82,120.99,114.85,111.98,124.65,100.03,124.74,102.99,130.33,108.14
11/11/2025,99.33,98.40,98.21,,98.00,98.29,106.15,121.91,131.50,128.07,119.26,108.75,100.91,98.04,100.80,112.30,122.60,132.90,134.15,132.07,129.00,123.35,118.20,112.47,104.10,98.00,134.15,113.70,118.24,109.16,114.53,106.47,99.73,114.25,108.44,119.87,114.46,111.34,125.49,98.49,125.19,102.13,132.03,107.23
10/11/2025,97.22,94.13,93.00,,92.43,95.45,100.02,121.09,145.96,144.00,128.69,122.08,118.56,113.20,117.40,124.36,135.25,155.00,148.26,137.85,126.28,120.87,113.41,109.18,100.82,92.43,155.00,118.94,130.91,106.97,111.07,104.91,95.38,128.33,122.55,118.07,115.63,125.44,140.72,94.20,134.94,117.81,141.85,121.81
09/11/2025,99.94,98.51,95.00,,96.01,96.00,96.86,99.08,100.78,101.13,100.18,100.58,99.20,99.15,98.38,102.00,111.86,119.14,128.10,127.32,124.60,117.33,108.77,106.00,99.00,95.00,128.10,105.21,109.30,101.11,107.78,97.77,97.05,100.27,102.85,113.84,98.18,101.56,115.28,97.37,100.29,99.33,124.79,101.86
08/11/2025,101.53,100.00,100.00,,98.77,98.10,100.07,106.49,112.34,114.50,104.61,98.86,95.43,93.48,96.18,102.00,117.21,128.08,131.50,133.40,128.02,117.68,110.02,106.10,100.00,93.48,133.40,108.10,111.94,104.26,108.45,102.16,99.75,103.35,102.22,115.87,104.25,102.78,119.70,100.08,109.49,95.99,130.25,100.53
07/11/2025,101.06,99.00,97.56,,97.38,98.59,103.06,116.03,131.70,130.79,114.22,104.47,103.13,100.08,100.56,108.38,128.95,146.28,151.05,141.79,136.31,124.76,115.10,110.00,103.72,97.38,151.05,115.17,122.17,108.16,113.40,105.55,99.44,113.15,109.49,121.95,112.35,111.32,133.67,98.75,123.19,102.06,143.86,107.60
06/11/2025,104.00,102.26,101.91,,102.22,101.41,105.12,118.25,131.50,125.32,113.65,103.05,97.66,87.00,91.72,109.93,128.64,154.70,155.00,143.88,131.20,124.96,115.39,110.00,104.00,87.00,155.00,115.12,120.15,110.09,113.59,108.33,102.82,109.92,104.32,121.57,114.07,107.12,137.07,102.60,122.18,94.86,146.20,103.00
05/11/2025,94.10,93.10,93.04,,92.00,93.57,96.68,116.52,120.92,117.89,112.40,102.05,94.86,91.25,94.24,104.80,119.25,147.72,153.81,134.04,126.81,118.01,109.00,104.84,98.99,91.25,153.81,109.58,116.59,102.56,107.71,99.99,93.75,106.80,102.39,115.28,106.92,104.59,131.40,93.06,116.93,95.60,140.60,101.08
04/11/2025,93.20,92.62,92.01,,91.74,92.40,97.99,113.09,118.00,113.88,102.00,87.40,81.00,76.00,85.30,104.97,114.10,122.50,125.00,119.96,117.60,113.51,110.04,100.08,92.95,76.00,125.00,102.39,104.14,100.64,104.15,98.88,93.33,96.07,95.09,109.02,105.37,95.58,116.64,92.39,111.74,82.43,121.27,91.46
03/11/2025,81.52,71.99,67.56,,69.41,70.10,85.00,108.36,117.92,113.10,106.40,95.13,93.16,90.73,93.71,103.65,109.46,118.44,118.40,117.60,116.19,97.91,94.70,94.69,92.57,67.56,118.44,96.99,106.33,87.64,94.97,83.98,74.26,101.95,99.39,102.28,95.35,100.67,112.49,72.62,111.45,93.18,117.66,97.64
02/11/2025,75.28,72.03,71.69,,73.94,74.81,73.82,75.36,73.06,81.10,83.98,83.91,89.40,84.99,83.75,88.00,105.52,117.90,120.50,119.30,118.00,108.50,97.35,94.04,84.92,71.69,120.50,89.63,98.03,81.23,96.20,73.75,73.60,84.60,90.57,103.69,74.26,87.58,107.98,73.24,78.38,85.51,118.93,89.26
01/11/2025,90.02,89.31,88.90,,92.53,89.60,89.59,93.46,89.51,93.29,92.24,84.03,80.08,79.99,80.29,90.01,93.43,108.07,107.04,104.00,96.80,94.29,89.56,89.24,89.61,79.99,108.07,91.45,92.44,90.47,90.68,90.37,89.99,87.41,85.93,93.92,90.54,86.67,99.64,90.19,92.13,81.10,103.98,84.64
31/10/2025,95.11,90.57,88.73,,89.43,91.96,105.10,119.00,120.32,116.14,114.74,114.40,109.00,104.10,104.10,111.71,120.11,120.04,123.07,118.77,118.93,116.21,110.49,108.50,103.83,88.73,123.07,108.93,114.59,103.27,109.76,100.03,93.48,113.57,110.01,112.79,109.10,111.79,118.73,90.96,117.55,107.90,120.20,110.57
30/10/2025,94.49,91.34,90.51,,89.00,89.32,100.14,112.14,117.59,115.40,112.97,110.11,104.55,89.77,87.38,91.86,114.10,118.40,124.09,126.38,121.39,115.00,113.10,109.00,94.48,87.38,126.38,105.52,109.70,101.34,107.90,98.07,92.47,110.76,95.78,113.23,104.80,103.27,112.11,91.34,114.53,97.95,122.57,99.63
29/10/2025,95.46,94.74,94.15,,94.25,93.51,105.04,118.51,121.76,118.70,112.80,103.87,98.00,93.01,95.33,107.99,120.46,125.60,134.55,134.57,126.32,122.09,115.01,109.19,102.00,93.01,134.57,109.87,114.27,105.48,112.07,102.18,96.19,108.34,104.20,118.20,109.71,106.27,122.15,94.65,117.94,97.55,130.26,103.11
28/10/2025,91.91,87.09,83.96,,78.03,84.09,95.84,118.20,121.99,121.07,112.82,100.00,96.01,91.16,93.41,106.11,122.00,127.62,128.35,127.04,126.19,123.10,118.42,110.59,100.56,78.03,128.35,106.90,112.65,101.15,113.17,95.14,86.82,107.48,103.17,117.65,105.03,105.32,121.02,85.25,118.52,95.15,127.30,101.45
27/10/2025,81.85,73.00,70.45,,65.02,73.84,90.46,115.69,125.10,123.86,120.09,108.53,102.54,98.36,99.61,112.40,120.00,125.03,124.54,125.10,124.56,120.00,108.50,98.32,90.38,65.02,125.10,104.05,115.39,92.72,104.30,86.93,75.77,113.76,107.59,111.14,101.27,110.67,120.49,72.58,121.19,102.26,124.81,106.91
26/10/2025,90.01,78.78,70.91,58.00,65.00,68.00,75.00,81.58,87.04,83.34,64.90,48.50,25.00,18.90,45.50,22.05,73.71,95.89,113.00,117.99,112.40,108.50,96.00,93.01,86.79,18.90,117.99,75.19,66.32,83.38,99.34,73.41,71.78,70.95,27.86,103.96,72.40,49.40,59.29,74.43,81.74,39.33,100.15,37.48
25/10/2025,101.66,97.91,95.00,,92.87,93.34,97.08,105.70,118.29,119.99,109.00,92.75,80.57,67.51,64.00,70.10,83.39,99.09,118.28,120.00,119.99,118.83,109.80,104.10,94.25,64.00,120.00,98.90,95.39,102.40,106.75,100.23,96.31,100.58,71.25,111.16,103.60,85.91,92.72,96.86,113.25,76.21,114.34,76.39
24/10/2025,92.07,90.10,90.07,,84.73,89.91,94.04,109.73,124.03,124.03,119.03,108.50,98.91,90.01,83.14,86.00,93.36,108.86,118.10,123.99,123.51,122.13,115.53,113.01,104.00,83.14,124.03,104.45,106.45,102.45,113.67,96.84,90.15,112.62,88.13,117.03,104.43,100.37,101.58,89.24,119.21,95.14,118.62,93.32
23/10/2025,110.00,100.59,96.28,,96.87,97.58,107.88,124.07,129.30,130.00,123.93,124.49,120.01,117.00,115.44,114.48,113.64,120.01,124.05,125.10,124.30,122.47,114.65,107.74,97.93,96.28,130.00,114.91,121.04,108.78,110.70,107.82,101.53,124.61,115.14,115.37,114.71,119.87,118.05,100.94,126.83,119.24,123.37,117.51
22/10/2025,103.76,99.30,98.57,,97.93,100.00,112.84,125.00,126.80,137.00,129.05,128.04,126.62,120.00,120.01,120.00,125.82,137.00,154.19,163.42,161.00,145.00,130.47,120.01,113.61,97.93,163.42,124.81,135.18,114.44,127.27,108.03,102.07,130.18,121.46,138.92,116.16,125.82,134.25,99.89,129.46,123.67,153.90,123.42
21/10/2025,100.70,98.23,97.81,,97.21,98.00,110.00,123.90,125.10,129.40,130.00,125.81,121.06,115.00,115.00,118.00,122.70,127.50,124.89,125.08,125.10,123.89,121.50,117.80,112.00,97.21,130.00,116.90,123.30,110.51,118.80,106.37,100.33,126.57,117.68,120.90,114.25,122.12,123.27,98.49,127.10,119.22,125.64,119.60
20/10/2025,97.79,95.50,95.10,,95.01,95.24,100.87,122.69,125.00,124.99,119.81,121.64,120.25,118.10,118.00,118.53,120.15,124.62,125.00,123.97,123.60,121.69,116.05,115.00,107.30,95.01,125.00,114.41,121.56,107.27,115.01,103.40,96.59,121.67,118.70,117.94,110.95,120.18,122.08,95.85,123.12,119.50,124.30,119.45
19/10/2025,105.74,100.50,98.34,,96.70,96.26,96.89,100.51,108.90,106.00,97.00,95.00,86.12,65.03,46.22,45.08,80.00,98.80,117.90,122.08,121.69,115.20,110.02,110.08,103.96,45.08,122.08,96.83,90.08,103.59,109.82,100.48,99.07,96.03,59.08,113.84,100.64,77.56,85.45,100.32,103.10,73.09,115.12,69.58
