# 30/12/2025 10:10:02 AM: Prices - EPEX Spot Market Auction - switzerland - Currency: EUR
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Minimum,Maximum,Baseload,Peakload,Off-peak,Off-peak 2,Off-peak 1,Night,Late morning,Early afternoon,Evening,Early morning,Business,Afternoon,Middle night,Morning,High noon,Rush hour,Sun peak
18/10/2025,105.32,99.91,98.11,,98.00,95.98,96.62,110.06,118.50,119.80,108.00,95.47,86.05,71.87,68.11,73.00,81.03,96.26,123.00,137.44,139.97,121.30,115.30,108.80,103.70,68.11,139.97,102.98,100.00,105.97,112.28,102.81,98.99,102.33,73.50,121.09,105.29,87.92,93.32,100.34,114.09,80.38,124.17,79.26
17/10/2025,105.07,98.89,97.03,,96.13,97.12,104.36,119.80,136.98,143.03,128.06,115.92,110.10,101.07,99.01,102.00,108.00,120.01,123.04,137.06,139.82,125.71,116.96,115.41,108.51,96.13,143.03,114.55,118.93,110.16,116.65,106.92,99.77,124.28,102.52,123.91,114.57,113.40,113.26,99.28,131.97,106.53,129.98,106.02
16/10/2025,111.69,105.54,103.10,,102.47,106.50,110.08,120.00,131.85,137.13,123.50,117.63,115.91,108.00,106.00,112.00,114.10,118.64,123.00,142.34,151.60,123.00,119.20,112.41,110.00,102.47,151.60,117.74,122.49,112.99,116.15,111.40,106.56,123.54,110.03,126.43,117.11,116.78,116.94,105.70,128.12,111.89,133.90,112.27
15/10/2025,114.02,108.32,106.45,,106.10,105.83,113.31,131.02,141.00,152.93,139.00,131.48,118.00,107.84,105.29,111.30,116.31,120.81,139.00,155.00,165.00,141.41,129.63,120.00,113.84,105.29,165.00,124.70,130.16,119.24,126.22,115.76,109.01,135.35,110.19,137.48,122.79,122.77,121.86,108.72,140.99,115.65,144.95,115.04
14/10/2025,104.95,101.17,99.09,,98.93,100.00,108.47,125.06,149.65,155.48,139.00,119.40,107.92,98.08,98.03,97.59,111.06,121.64,143.00,148.08,159.99,149.03,142.98,122.22,115.47,97.59,159.99,121.51,124.94,118.09,132.43,110.92,102.10,130.45,101.19,139.63,120.80,115.82,118.32,101.04,142.30,105.86,143.18,105.35
13/10/2025,102.60,97.94,96.00,,95.76,96.73,107.30,131.29,147.02,155.00,144.14,132.00,116.40,107.21,105.86,108.41,115.01,129.02,142.97,144.07,150.04,141.43,130.30,117.45,107.19,95.76,155.00,121.71,129.18,114.25,124.09,109.33,99.39,136.89,109.12,131.75,120.59,123.00,123.85,98.08,144.36,115.37,141.53,114.15
12/10/2025,99.18,95.00,90.04,,89.00,86.70,88.00,90.63,93.00,91.20,81.49,80.54,65.96,55.47,37.90,47.96,72.50,95.00,114.00,132.51,139.37,125.00,120.00,116.00,107.20,37.90,139.37,92.24,84.49,99.98,117.05,91.44,91.32,79.80,53.46,123.35,89.58,66.63,82.37,93.31,89.08,59.97,120.22,60.06
11/10/2025,98.44,96.89,96.50,,96.51,95.01,96.04,94.91,99.17,106.95,99.58,86.00,73.48,54.10,44.31,45.17,72.57,93.53,114.00,124.22,127.54,119.97,112.89,111.00,97.51,44.31,127.54,94.01,86.79,101.24,110.34,96.68,96.57,91.50,54.04,115.52,96.28,72.77,81.32,97.09,100.15,64.47,114.82,62.61
10/10/2025,104.21,102.23,102.00,,97.00,96.61,99.78,114.93,122.30,126.42,118.06,114.10,103.16,94.28,87.00,84.10,95.46,103.07,115.49,126.16,129.76,118.10,113.74,111.86,106.06,84.10,129.76,107.75,108.09,107.40,112.44,104.88,100.31,115.44,90.21,117.61,108.41,102.82,99.53,101.36,120.43,99.64,118.62,96.35
09/10/2025,104.00,99.00,98.10,,95.33,95.84,106.25,124.00,154.56,155.59,125.00,117.98,103.01,93.21,94.71,97.00,105.66,120.00,125.00,131.55,134.00,123.48,117.85,115.31,110.28,93.21,155.59,114.45,116.89,112.00,116.73,109.64,99.75,125.40,97.65,122.08,120.16,111.52,111.92,99.11,139.79,102.23,127.64,101.93
08/10/2025,100.10,95.40,94.00,,94.00,94.86,99.84,125.01,143.92,150.00,134.00,120.34,106.00,93.55,92.00,94.24,100.23,116.50,127.58,133.10,147.75,141.04,126.02,114.50,104.94,92.00,150.00,114.54,117.94,111.14,121.63,105.89,96.37,127.59,95.01,127.89,115.91,111.30,109.64,95.88,138.23,102.97,131.23,101.06
07/10/2025,94.83,90.00,89.44,,90.01,90.00,98.48,119.99,131.10,134.00,125.62,118.33,114.71,105.91,100.00,100.00,105.98,114.70,121.39,127.02,140.81,134.00,118.45,109.40,103.30,89.44,140.81,111.56,117.37,105.75,116.29,100.48,92.13,123.17,102.97,122.16,109.89,113.07,110.52,91.07,127.68,109.74,125.98,107.49
06/10/2025,80.00,81.90,78.10,,81.08,83.76,87.20,106.00,114.40,115.10,106.59,97.00,88.00,79.20,79.00,84.00,89.30,101.36,120.03,129.41,136.01,127.49,116.19,108.70,102.06,78.10,136.01,99.66,102.08,97.24,113.61,89.06,82.01,101.67,82.88,119.98,97.84,92.27,98.67,80.27,110.52,85.80,121.70,86.08
05/10/2025,83.05,83.81,83.09,,80.80,81.86,82.25,84.24,91.79,90.31,77.10,62.16,43.69,19.99,5.00,7.00,35.74,71.63,86.78,101.61,103.30,100.90,100.92,95.56,90.69,5.00,103.30,73.47,58.69,88.25,97.02,83.86,82.48,68.32,16.93,98.83,85.04,42.62,50.29,82.69,85.86,32.71,90.83,28.93
04/10/2025,97.05,95.06,94.05,,91.96,92.39,95.74,102.08,104.00,100.27,99.20,88.65,80.80,67.00,60.09,63.72,83.11,93.27,102.01,102.06,102.81,97.09,96.46,99.60,88.75,60.09,104.00,91.55,86.92,96.19,95.48,96.54,94.38,92.23,68.48,97.80,98.55,80.36,85.53,94.53,101.39,74.14,100.04,73.90
03/10/2025,99.30,93.77,88.00,,87.30,86.90,95.50,110.10,117.38,114.00,106.68,100.00,89.14,82.90,80.95,82.06,85.93,93.41,110.63,111.60,111.60,108.48,104.78,101.03,100.08,80.95,117.38,98.40,97.41,99.39,103.59,97.28,91.80,102.46,82.96,106.26,102.47,92.71,93.01,92.09,112.04,88.25,106.81,86.83
02/10/2025,93.03,89.20,88.13,,88.34,89.82,96.52,123.31,144.00,136.00,106.50,88.10,83.23,77.45,73.43,74.99,82.33,96.58,113.00,134.12,140.00,121.30,103.59,101.30,96.92,73.43,144.00,101.72,100.48,102.96,105.78,101.54,90.84,103.46,77.05,116.21,113.41,90.25,91.73,89.68,127.45,80.55,120.93,79.92
01/10/2025,101.00,98.46,98.00,,97.56,98.57,106.00,125.53,140.60,144.00,120.31,104.53,101.00,94.80,91.82,95.00,98.00,105.93,122.10,125.10,136.67,126.03,120.99,107.75,100.66,91.82,144.00,110.85,111.61,110.10,113.86,108.22,99.93,117.46,94.91,119.53,117.68,106.18,105.26,98.76,132.61,98.04,122.45,97.53
30/09/2025,100.92,100.00,98.00,,97.07,98.60,106.06,126.49,153.00,161.00,125.19,114.81,102.11,93.00,90.63,93.00,100.17,112.00,129.99,135.29,150.00,139.00,119.58,109.03,101.36,90.63,161.00,114.85,117.27,112.43,117.24,110.02,100.11,125.78,94.20,125.71,121.04,109.99,108.79,99.00,141.42,100.14,131.82,98.95
29/09/2025,93.88,92.01,91.64,,90.07,94.58,101.50,123.30,140.00,145.00,122.14,99.18,87.04,80.29,83.05,88.80,91.60,107.01,125.30,142.72,150.00,139.52,123.41,113.60,104.00,80.29,150.00,109.57,110.18,108.96,120.13,103.37,93.95,113.34,85.94,128.88,114.85,99.64,103.18,91.90,132.61,87.39,131.26,88.33
28/09/2025,99.82,97.06,95.62,,97.09,98.71,99.41,101.65,104.16,102.00,89.03,80.80,29.77,6.91,1.83,4.00,46.50,84.04,106.90,120.00,125.00,120.51,113.64,105.00,98.86,1.83,125.00,84.51,66.40,102.63,109.50,99.19,97.95,75.40,14.81,113.84,100.98,45.11,60.36,97.40,99.21,29.83,108.99,28.30
27/09/2025,99.33,97.29,97.00,,96.92,95.00,94.92,97.02,106.06,105.43,98.04,90.32,82.00,75.60,66.95,69.84,77.00,92.00,108.00,121.40,125.95,121.39,110.10,108.00,103.66,66.95,125.95,97.47,92.71,102.22,110.79,97.94,96.74,93.95,72.35,115.08,98.25,83.15,86.71,97.64,101.64,78.72,111.84,76.95
26/09/2025,102.99,100.88,100.52,,100.26,100.00,101.18,114.30,129.57,136.22,111.08,110.41,109.01,106.00,105.82,105.38,103.00,105.00,109.09,124.81,139.11,121.02,108.02,104.35,100.91,100.00,139.11,110.37,113.74,107.00,108.58,106.21,100.97,116.68,105.05,116.37,111.26,110.87,105.62,101.16,122.79,107.81,119.50,106.60
25/09/2025,86.01,85.10,84.60,,83.94,83.24,84.96,108.10,111.96,114.42,114.79,111.35,108.00,101.71,98.90,98.72,100.53,106.93,110.10,114.74,122.77,116.99,106.70,102.11,99.05,83.24,122.77,102.32,108.58,96.06,106.21,90.99,84.64,112.14,99.97,110.39,97.07,106.05,104.07,84.91,112.32,104.99,113.64,103.20
24/09/2025,87.05,85.53,85.21,,85.09,85.00,88.58,110.10,130.00,122.11,106.98,99.04,94.88,93.49,93.50,98.77,95.77,101.09,106.91,111.00,116.85,106.53,99.01,93.49,86.30,85.00,130.00,99.26,103.37,95.16,96.33,94.57,86.08,105.75,95.38,102.20,103.42,100.57,100.64,85.72,117.30,95.23,108.96,95.91
23/09/2025,90.20,90.00,89.00,,89.53,90.75,95.39,118.09,127.00,131.00,118.10,98.10,92.00,90.46,90.07,91.25,93.00,98.99,115.01,138.73,149.07,126.79,104.00,92.78,85.58,85.58,149.07,104.37,108.82,99.93,102.29,98.75,90.81,109.80,91.20,116.16,107.81,100.50,99.56,89.68,123.55,92.66,125.45,92.48
22/09/2025,79.96,80.10,80.10,,79.99,79.99,86.32,109.93,125.06,121.00,112.84,100.56,93.71,94.54,94.41,93.20,83.72,93.18,113.91,133.91,155.41,134.00,106.90,98.79,89.96,79.96,155.41,101.73,107.53,95.93,107.41,90.18,81.08,107.03,91.47,119.83,100.33,99.25,96.00,80.04,117.21,95.81,124.10,93.36
21/09/2025,91.94,91.84,93.09,,91.60,91.41,91.40,90.21,90.20,91.15,91.40,85.87,75.40,-0.36,-2.00,-0.64,68.99,86.71,93.09,108.20,121.57,110.01,95.00,93.67,91.40,-2.00,121.57,80.88,68.28,93.48,97.52,91.46,91.88,85.96,16.50,103.31,90.81,51.23,62.04,92.12,90.74,39.73,102.39,37.88
20/09/2025,92.39,91.99,91.60,,91.00,89.90,86.74,90.99,90.30,89.91,89.90,87.31,63.07,5.36,-0.40,1.50,66.67,84.07,92.00,114.00,114.79,109.03,92.00,91.01,89.91,-0.40,114.79,79.79,67.35,92.24,95.49,90.61,90.60,82.55,18.28,101.79,89.48,50.42,61.06,91.75,90.28,38.84,101.22,37.25
19/09/2025,94.49,93.01,92.77,,92.38,91.21,95.13,117.49,135.00,118.22,96.21,91.37,89.70,68.00,64.93,67.01,85.20,86.10,113.81,158.59,189.26,149.59,117.47,104.71,97.40,64.93,189.26,104.54,102.37,106.72,117.29,101.44,93.17,98.88,71.29,136.17,109.71,85.08,88.03,93.16,116.73,78.50,136.94,77.70
18/09/2025,85.20,85.20,85.20,,88.20,85.20,86.00,103.37,115.02,106.04,92.71,86.00,85.00,78.00,2.42,1.47,78.08,82.06,101.98,115.07,142.00,118.83,107.72,101.20,88.00,1.47,142.00,88.33,80.90,95.76,103.94,91.67,85.83,92.44,39.99,112.14,97.40,66.22,65.90,85.95,104.29,62.86,110.28,55.16
17/09/2025,94.10,94.00,92.10,,85.20,85.20,85.20,102.35,115.93,111.99,97.21,94.69,95.60,89.00,83.84,83.93,85.20,89.60,100.50,117.56,140.06,125.22,104.92,99.59,87.70,83.84,140.06,98.36,99.10,97.63,104.36,94.26,89.30,99.87,85.49,112.51,97.17,92.68,89.81,91.35,106.87,90.78,111.93,88.71
16/09/2025,88.16,85.20,85.20,,85.20,85.20,92.49,102.88,105.15,101.33,99.92,95.06,85.20,84.71,83.22,83.16,91.90,99.58,103.51,107.39,107.40,107.39,102.45,96.30,98.15,83.16,107.40,94.84,95.20,94.48,101.07,91.19,86.91,95.38,85.75,103.18,96.43,90.56,94.54,85.94,102.32,87.05,104.47,87.21
15/09/2025,93.30,89.74,87.00,,88.60,87.80,94.80,102.27,101.83,99.78,94.80,98.06,95.90,94.80,93.30,94.80,91.90,98.97,100.80,102.73,104.99,105.04,97.60,98.89,94.80,87.00,105.04,96.35,97.57,95.14,99.08,93.17,90.21,97.14,93.70,100.68,96.68,95.42,96.62,89.66,99.67,95.52,101.87,94.79
14/09/2025,88.60,88.60,87.80,,87.80,87.20,87.80,92.59,98.01,96.38,75.40,42.29,30.68,10.48,-0.96,-1.99,0.00,58.86,87.00,113.18,124.06,118.82,99.76,87.80,88.60,-1.99,124.06,72.87,52.95,92.78,98.75,89.80,87.97,61.19,1.88,105.37,91.40,31.54,35.97,88.20,90.60,20.62,95.78,13.42
13/09/2025,87.80,87.80,87.80,,90.48,87.80,87.80,95.00,94.02,87.80,88.60,87.10,74.71,71.02,70.49,75.30,80.20,87.80,93.14,107.19,122.96,119.69,104.00,102.39,100.03,70.49,122.96,91.29,87.19,95.38,106.53,89.81,88.25,84.55,74.25,109.38,91.16,79.40,84.11,88.47,91.36,75.83,102.77,76.47
12/09/2025,92.65,87.80,87.80,,87.80,87.80,92.00,105.59,113.05,105.80,102.60,102.60,99.55,89.00,90.00,87.80,90.84,95.03,102.06,107.32,122.67,122.99,112.91,102.99,93.15,87.80,122.99,99.24,99.61,98.88,108.01,94.31,89.31,102.64,89.41,110.34,99.61,96.02,93.93,89.01,106.76,95.29,106.77,93.30
11/09/2025,96.02,97.48,96.98,,95.13,95.10,93.00,106.00,122.82,112.53,102.91,102.70,99.65,88.00,87.10,88.00,90.60,92.30,102.60,109.00,136.85,125.00,106.09,104.99,94.00,87.10,136.85,101.87,101.02,102.72,107.52,100.32,95.62,104.45,88.43,112.66,104.23,96.44,93.38,96.40,111.07,94.36,110.19,92.68
10/09/2025,105.59,102.49,101.97,,101.41,101.76,107.68,120.00,121.40,140.85,125.10,105.88,105.10,104.04,103.64,102.71,102.08,105.61,120.00,131.38,131.52,128.64,118.46,105.61,98.35,98.35,140.85,112.14,114.83,109.45,112.77,107.79,103.48,119.23,103.12,118.99,112.71,111.18,107.60,102.87,126.84,104.67,122.13,103.91
09/09/2025,107.19,103.58,102.08,,101.94,103.59,113.43,125.06,139.25,139.75,127.01,115.20,110.90,105.05,102.05,101.04,103.06,111.00,128.91,148.53,146.65,138.99,128.98,114.56,105.08,101.04,148.53,117.62,119.93,115.31,121.90,112.02,105.30,123.22,102.80,130.47,120.33,113.01,111.00,103.70,132.77,108.30,133.77,106.22
08/09/2025,83.91,83.60,83.21,,83.21,82.54,91.27,110.96,116.48,114.06,103.71,98.79,98.52,92.75,93.76,98.06,91.03,105.06,114.03,148.02,140.02,128.98,119.94,111.49,107.05,82.54,148.02,104.19,108.15,100.22,116.87,91.90,84.62,103.77,93.90,125.92,100.31,98.84,102.05,83.48,111.30,95.96,126.78,95.49
07/09/2025,89.03,87.21,82.41,,82.41,82.12,81.94,81.07,80.09,55.00,0.03,-3.69,-22.87,-38.66,-46.35,-42.76,-18.43,-7.36,55.07,95.36,109.89,108.85,106.00,98.57,91.34,-46.35,109.89,50.26,11.27,89.25,101.19,83.29,84.19,7.12,-36.55,101.67,81.31,-14.72,-3.37,85.27,54.05,-27.89,63.24,-28.79
06/09/2025,101.83,99.49,98.97,,97.96,97.89,99.64,103.96,103.36,101.00,83.80,44.98,2.21,0.05,-0.09,-1.26,7.68,52.41,93.58,107.37,118.93,117.99,104.59,100.99,92.50,-1.26,118.93,76.24,50.89,101.60,104.02,100.39,99.30,58.00,1.60,107.06,101.21,29.80,38.10,99.56,98.03,11.79,93.07,8.93
05/09/2025,98.02,94.97,94.69,,94.69,92.66,98.57,113.14,120.28,116.92,105.46,96.70,94.70,85.21,84.16,83.05,84.58,90.97,103.14,121.57,142.29,135.35,116.31,106.01,100.39,83.05,142.29,103.08,100.73,105.42,114.52,100.88,95.60,103.45,84.25,120.32,106.16,93.85,90.44,95.59,113.95,90.19,114.49,88.07
04/09/2025,92.74,93.01,91.05,,87.96,87.99,96.99,103.00,115.08,107.92,96.04,95.05,93.51,87.93,87.61,88.30,90.09,96.35,113.36,128.06,156.91,152.92,129.01,111.92,101.45,87.61,156.91,104.34,103.43,105.26,123.83,95.98,91.62,98.13,88.48,130.05,100.77,93.31,97.03,91.19,105.51,91.03,123.67,90.42
03/09/2025,93.08,88.00,84.61,,83.05,82.61,89.06,102.29,102.39,97.28,90.08,90.22,87.91,81.86,81.16,80.65,80.93,81.91,97.68,97.20,106.07,103.87,97.24,98.90,88.34,80.65,106.07,91.10,89.41,92.79,97.09,90.64,86.74,91.37,81.15,98.60,94.09,86.26,85.29,87.19,98.01,85.29,95.72,83.79
02/09/2025,93.02,89.31,87.16,,85.97,89.03,96.15,115.05,109.24,120.97,108.30,97.05,91.99,83.80,79.39,81.25,84.91,95.91,105.71,121.01,121.02,120.79,113.06,106.26,94.99,79.39,121.02,99.64,99.28,100.00,108.78,95.62,90.11,104.58,82.34,112.86,102.37,93.46,91.95,88.87,113.39,88.06,110.91,86.40
01/09/2025,83.22,81.71,80.78,,80.71,82.68,92.59,108.92,112.06,107.95,98.20,88.21,89.51,89.01,89.00,84.50,83.90,83.98,104.20,121.17,121.53,119.99,119.99,106.20,96.17,80.71,121.53,96.92,96.76,97.09,110.59,90.33,83.62,95.97,86.60,114.18,99.06,91.29,89.15,81.61,106.78,88.93,107.72,87.36
31/08/2025,82.40,79.42,79.10,,75.09,73.01,71.41,71.34,65.10,44.97,12.32,-0.09,-4.35,-5.08,-7.05,-7.11,-3.85,27.75,88.68,106.99,109.37,108.20,107.85,102.39,91.07,-7.11,109.37,57.04,30.21,83.87,102.38,74.61,76.74,13.21,-5.77,104.31,70.22,3.72,26.37,79.00,48.43,-4.14,83.20,-4.59
30/08/2025,88.57,85.39,85.02,,83.31,83.61,86.74,87.37,88.61,88.42,81.00,75.06,61.93,31.95,5.66,7.68,17.50,61.46,83.10,102.01,108.00,108.00,104.98,103.02,87.30,5.66,108.00,75.65,60.31,90.99,100.83,86.08,85.44,76.60,15.70,102.22,86.58,46.15,42.44,85.57,86.35,43.65,88.64,33.30
29/08/2025,90.02,86.08,84.06,,83.71,85.85,95.45,109.00,110.91,110.96,97.56,81.63,71.10,54.52,46.85,51.54,69.21,80.53,101.85,116.01,117.88,114.19,109.31,98.32,88.01,46.85,117.88,89.77,83.30,96.24,102.46,93.14,87.53,90.31,55.53,107.29,100.30,72.92,75.78,85.97,107.11,63.53,104.07,62.48
28/08/2025,103.23,98.46,93.34,,93.03,94.84,103.64,115.30,119.93,119.97,117.56,116.08,110.93,108.29,105.81,104.83,106.04,108.78,111.86,136.93,144.01,139.63,124.02,106.90,96.87,93.03,144.01,111.68,115.92,107.43,116.86,102.72,97.76,116.14,106.24,124.73,108.43,111.19,107.88,97.02,118.19,110.28,125.40,108.66
27/08/2025,98.72,93.37,89.09,,87.06,90.43,100.70,110.30,114.31,111.25,97.72,84.21,77.58,58.44,59.92,60.65,79.60,93.92,107.90,128.06,131.96,121.91,121.91,114.31,105.67,58.44,131.96,97.46,90.93,103.98,115.95,98.00,93.23,92.69,64.65,120.64,103.94,78.67,85.52,92.06,108.40,70.04,115.46,70.07
26/08/2025,102.11,98.55,94.97,,93.93,94.47,104.08,117.00,112.59,104.94,89.96,75.54,54.93,32.51,25.46,39.55,75.07,85.10,104.75,118.05,142.01,132.79,121.60,108.00,99.95,25.46,142.01,92.83,78.99,106.67,115.59,102.21,98.02,81.34,43.15,120.40,107.04,62.25,76.12,97.39,106.12,47.11,112.48,50.51
25/08/2025,96.67,90.61,88.97,,85.24,88.00,97.54,110.01,108.30,103.42,85.61,70.07,32.27,9.16,4.53,5.78,31.24,80.00,86.96,107.05,118.97,120.74,119.20,110.49,105.11,4.53,120.74,81.50,61.26,101.74,113.89,95.67,91.17,72.84,12.68,113.59,100.96,42.76,51.00,90.37,101.84,29.01,98.25,25.51
24/08/2025,99.10,95.56,91.50,,89.32,88.33,88.96,88.56,85.07,72.19,19.41,1.51,-0.63,-4.18,-6.89,-5.53,-0.20,2.99,60.45,99.78,107.40,112.63,111.83,105.79,101.43,-6.89,112.63,62.68,28.86,96.51,107.92,90.80,92.13,23.12,-4.20,106.48,87.73,9.46,14.43,93.87,66.31,-2.55,67.66,-2.65
23/08/2025,99.02,93.93,88.75,,82.99,81.84,82.83,84.83,85.10,79.80,57.60,13.66,2.05,-0.07,-0.75,-1.10,-1.89,10.24,75.43,98.92,107.17,113.03,112.09,106.34,101.07,-1.89,113.03,65.54,36.76,94.32,108.13,87.41,88.23,38.28,-0.95,106.44,83.65,18.66,20.67,91.17,76.83,3.72,72.94,1.98
22/08/2025,88.35,84.99,83.19,,81.42,81.43,91.05,101.38,102.03,99.97,87.09,81.03,79.33,71.16,70.08,70.23,75.95,81.45,81.49,95.08,107.61,109.79,106.18,102.03,97.60,70.08,109.79,88.75,83.37,94.12,103.90,89.23,85.07,86.86,71.86,103.05,93.97,79.36,77.28,84.49,97.62,75.40,91.41,74.63
21/08/2025,97.09,94.56,92.37,,95.67,95.41,98.61,107.82,107.93,105.11,99.44,92.40,92.19,88.10,90.09,92.11,94.57,96.06,97.10,101.40,107.08,108.91,103.95,98.39,93.16,88.10,108.91,97.90,96.30,99.49,101.10,98.68,95.62,97.29,91.22,102.15,102.44,94.25,94.96,94.92,105.08,90.70,100.41,91.58
20/08/2025,95.29,89.48,83.89,,84.15,87.00,95.30,101.07,104.03,99.72,96.03,96.01,95.31,83.96,80.96,91.37,95.31,96.01,99.35,106.42,114.21,118.05,104.88,99.79,96.09,80.96,118.05,96.40,96.22,96.59,104.70,92.53,89.19,96.77,87.90,106.57,96.85,92.33,95.51,88.20,100.21,89.06,104.00,90.49
19/08/2025,98.44,96.02,93.15,,92.44,94.76,100.39,115.45,116.00,102.79,92.27,76.41,69.98,59.92,55.07,61.77,71.44,76.46,92.66,103.07,128.08,126.36,113.08,101.97,98.54,55.07,128.08,93.19,82.49,103.88,109.99,100.83,95.87,85.36,62.05,111.85,106.65,73.71,75.58,95.01,106.63,65.35,100.07,65.77
18/08/2025,96.23,92.20,89.98,,90.18,93.48,101.99,110.42,111.29,107.34,93.66,75.01,49.62,23.44,18.06,18.60,44.54,75.78,95.65,110.12,130.25,129.52,129.51,107.20,102.88,18.06,130.25,87.37,70.17,104.57,117.28,98.22,94.01,81.41,26.16,118.25,104.30,53.78,58.64,92.15,105.68,41.53,102.95,38.21
17/08/2025,85.00,83.00,80.54,,79.84,80.49,83.99,84.27,77.59,73.85,40.09,15.08,1.17,0.78,-3.06,-2.28,0.00,13.87,71.45,98.92,106.86,110.43,105.91,102.59,98.89,-3.06,110.43,62.05,34.73,89.38,104.46,81.84,82.14,32.55,-1.14,103.93,81.59,15.70,20.76,82.10,68.95,3.49,72.78,1.95
16/08/2025,93.62,90.65,85.41,,82.60,82.82,83.19,83.96,83.86,78.10,63.94,16.54,11.16,1.62,0.89,6.19,54.05,54.08,68.12,77.19,97.43,101.71,100.28,94.98,89.60,0.89,101.71,66.75,44.11,89.39,96.64,85.76,86.38,42.44,15.69,93.53,83.46,29.06,45.61,88.07,77.47,7.55,74.21,15.08
15/08/2025,99.09,94.52,92.03,,89.39,90.94,96.99,102.79,101.99,99.60,78.00,51.96,10.23,2.08,0.13,2.64,61.77,67.01,75.92,93.60,106.38,108.99,106.08,99.94,92.98,0.13,108.99,76.04,54.11,97.98,102.00,95.97,93.83,59.95,16.66,101.33,98.18,38.30,51.84,93.76,95.60,16.10,85.73,21.47
14/08/2025,101.06,98.01,95.31,,93.31,93.06,98.02,110.66,112.76,104.53,95.69,89.07,74.65,60.33,50.64,60.37,76.32,91.54,101.17,116.62,134.22,140.00,138.20,120.50,105.98,50.64,140.00,98.42,87.93,108.91,126.17,100.27,96.46,90.99,61.92,125.92,103.63,76.45,82.35,96.92,105.91,68.67,110.89,68.56
13/08/2025,98.77,92.03,89.45,,86.71,87.30,94.77,105.86,107.03,103.29,96.45,83.25,75.03,56.88,52.01,56.81,75.03,85.93,100.47,110.04,147.37,153.86,145.82,117.25,106.07,52.01,153.86,96.98,86.88,107.08,130.75,95.24,91.51,89.51,60.18,130.07,98.74,74.84,79.56,91.74,103.16,66.79,110.95,66.50
12/08/2025,98.79,96.48,93.99,,93.93,95.19,106.02,114.29,110.94,105.80,86.56,70.29,39.08,15.30,11.04,11.36,27.09,70.36,93.23,106.89,134.45,149.77,138.44,110.79,99.89,11.04,149.77,86.67,64.29,109.04,124.72,101.20,97.40,75.43,16.20,123.37,106.61,45.82,50.51,95.80,104.40,33.93,101.23,29.03
11/08/2025,89.66,87.02,84.49,,83.08,86.56,98.08,107.49,104.99,104.32,83.51,55.07,38.87,3.94,-0.02,0.92,13.03,54.12,88.38,108.10,114.92,114.81,114.88,112.80,102.11,-0.02,114.92,77.13,55.43,98.83,111.15,92.67,88.15,70.44,4.47,111.27,99.28,37.46,39.11,86.06,100.08,24.47,91.38,18.64
10/08/2025,86.94,83.11,82.03,,80.09,78.05,78.14,74.56,70.13,48.95,1.49,-3.67,-12.78,-11.03,-22.22,-22.62,-11.05,-1.18,56.83,80.36,102.19,108.20,108.01,106.49,101.19,-22.62,108.20,52.59,17.11,88.08,105.97,79.13,81.39,8.50,-16.73,101.07,75.22,-4.12,5.50,83.04,48.78,-12.43,59.55,-13.90
09/08/2025,104.16,101.89,100.40,,98.94,96.77,96.99,99.05,92.11,77.23,41.13,7.95,8.04,-5.32,-12.69,-13.95,-5.00,34.86,65.06,83.10,103.70,106.64,106.04,103.69,98.05,-13.95,106.64,66.20,32.01,100.39,103.61,98.79,99.86,33.59,-9.24,100.20,96.23,12.17,20.24,101.35,77.38,-0.51,71.68,-3.50
08/08/2025,90.81,88.71,84.36,,85.34,84.70,88.75,99.91,101.55,97.82,83.14,68.29,67.96,17.27,10.91,17.87,9.95,29.49,73.50,98.97,108.59,110.38,105.97,106.70,101.53,9.95,110.38,76.35,56.98,95.73,106.15,90.52,87.11,79.30,14.00,105.36,93.73,46.65,32.70,87.31,95.61,41.11,77.64,32.04
07/08/2025,101.16,97.27,95.92,,94.01,93.07,101.11,103.67,102.97,98.61,75.51,69.98,69.71,4.61,-0.10,-0.96,14.01,53.20,73.23,97.20,107.61,114.07,106.60,104.64,98.32,-0.96,114.07,78.14,55.22,101.07,105.91,98.65,97.09,78.45,4.39,104.74,100.21,41.42,34.87,97.09,95.19,36.05,82.81,26.21
06/08/2025,74.88,73.26,73.59,,73.50,73.07,73.56,89.53,97.62,82.08,84.03,81.41,77.05,70.54,62.31,62.39,63.09,72.29,73.54,94.61,111.32,113.30,115.49,114.95,103.30,62.31,115.49,83.78,77.89,89.67,111.76,78.63,73.64,81.14,64.58,108.83,83.45,72.86,67.83,73.81,88.32,72.83,87.94,69.47
05/08/2025,69.55,69.01,62.05,,66.57,63.00,67.49,79.25,82.29,74.96,63.13,63.33,20.04,-4.98,-10.20,-5.50,-1.49,28.49,64.71,69.79,80.61,87.24,85.14,79.94,72.31,-10.20,87.24,55.28,36.91,73.65,81.16,69.90,66.28,55.37,-5.54,79.17,73.01,24.91,21.55,66.80,74.91,17.05,60.90,10.20
