# 30/12/2023 10:07:00 AM: Prices - EPEX Spot Market Auction - switzerland - Currency: EUR
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Minimum,Maximum,Middle-Night,Early Morning,Late Morning,Early Afternoon,Rush Hour,Off-Peak 2,Baseload,Peakload,Night,Off-Peak 1,Business,Offpeak,Morning,High Noon,Afternoon,Evening,Sunpeak
18/10/2023,110.52,114.14,114.10,,110.05,110.10,112.75,131.02,138.32,135.65,130.28,129.52,130.36,125.62,127.20,128.05,125.65,121.02,128.40,129.60,129.01,121.21,112.13,110.32,108.72,108.72,138.32,112.20,123.05,131.45,126.63,127.01,113.10,122.24,128.36,111.94,117.63,129.04,116.12,133.82,128.18,125.78,118.50,127.73
17/10/2023,130.26,123.78,122.72,,119.57,116.68,122.72,147.29,164.26,171.00,154.26,142.18,132.32,119.35,118.90,119.82,130.00,137.10,150.13,162.29,163.92,144.53,136.73,129.50,120.33,116.68,171.00,124.08,137.74,149.94,122.02,153.36,132.77,136.65,141.77,122.62,130.91,135.98,131.53,159.20,128.19,134.26,142.88,127.10
16/10/2023,132.12,129.32,128.61,,130.73,132.04,138.40,147.72,160.55,163.91,157.02,149.54,144.11,140.07,134.05,133.37,133.34,148.81,167.00,226.03,260.95,190.51,158.05,148.92,140.02,128.61,260.95,130.20,144.68,153.65,135.21,200.70,159.38,153.97,163.18,131.87,137.44,144.43,144.75,157.30,141.94,145.63,187.41,139.08
15/10/2023,129.35,125.51,123.09,,122.03,121.94,122.69,122.65,122.73,123.40,122.68,119.05,103.95,26.88,9.56,9.60,102.90,122.48,132.01,148.27,153.13,151.10,140.87,138.34,132.03,9.56,153.13,125.00,122.50,117.27,37.24,138.97,140.59,113.59,97.83,124.10,123.75,77.25,129.36,122.87,64.86,91.75,143.96,61.99
14/10/2023,120.35,119.20,118.99,,119.61,116.03,117.04,120.67,122.90,132.05,129.32,124.07,125.10,121.74,113.55,114.39,121.38,122.58,130.70,133.12,137.00,131.09,122.25,123.04,113.62,113.55,137.00,119.54,119.16,127.64,117.77,130.85,122.50,122.91,125.42,118.54,119.35,122.70,120.40,126.24,121.12,122.26,126.69,120.04
13/10/2023,118.42,110.38,108.63,,102.96,109.79,113.08,127.28,138.69,141.39,123.72,117.99,114.60,112.08,111.09,112.01,107.32,118.09,125.51,134.62,133.53,126.13,124.99,124.08,117.44,102.96,141.39,110.10,122.21,124.43,110.63,127.94,123.16,119.74,121.00,110.54,116.15,117.53,118.49,132.77,113.94,115.73,126.80,112.52
12/10/2023,123.48,123.03,122.52,,121.04,117.34,121.57,131.38,144.10,151.81,146.92,133.39,127.68,122.67,122.38,125.02,124.98,132.02,156.23,193.10,225.23,182.93,144.10,132.58,123.44,117.34,225.23,122.52,128.60,139.95,123.76,176.65,145.76,139.54,146.79,121.50,125.56,131.86,132.29,143.55,126.53,134.56,166.90,126.02
11/10/2023,102.94,101.73,101.62,,103.05,101.06,104.48,120.01,122.52,122.82,120.19,104.90,104.88,104.56,104.55,104.65,105.45,120.90,123.16,122.05,123.72,122.01,107.09,104.81,102.31,101.06,123.72,102.34,112.02,113.20,104.80,122.46,109.06,110.64,113.49,102.48,107.18,109.00,107.80,121.39,104.72,113.54,113.67,104.83
10/10/2023,110.74,104.46,103.04,,102.10,102.09,108.56,129.04,157.67,164.88,128.01,116.02,108.49,93.16,93.41,94.30,92.90,102.09,115.72,129.97,149.55,124.76,113.96,108.06,99.97,92.90,164.88,105.09,124.34,129.35,93.44,124.33,111.69,114.71,115.71,105.17,114.71,111.40,113.70,144.90,102.77,101.25,121.05,99.71
09/10/2023,91.63,89.22,86.77,,89.92,91.14,94.44,107.83,123.05,129.44,122.00,110.12,104.99,102.50,101.81,103.97,108.92,115.04,129.04,171.59,224.47,190.74,128.12,113.74,107.43,86.77,224.47,89.39,104.12,116.64,104.30,160.04,135.01,118.25,126.99,90.52,96.75,110.47,109.50,120.58,104.86,114.24,156.02,105.39
08/10/2023,87.78,85.28,87.04,,85.60,83.84,84.70,89.96,101.68,101.14,91.71,84.81,76.38,61.18,58.08,56.52,70.20,86.10,108.11,117.37,143.02,129.33,110.70,106.48,100.08,56.52,143.02,86.43,90.05,88.51,61.50,113.65,111.65,91.96,87.89,85.71,88.24,75.00,96.04,96.12,70.11,80.23,117.83,67.86
07/10/2023,84.99,85.24,85.40,,85.18,82.56,82.73,87.01,86.95,86.96,87.04,85.88,81.87,63.75,15.67,40.64,70.48,81.77,85.97,99.41,105.27,100.25,85.90,82.05,82.04,15.67,105.27,85.20,84.81,85.44,47.64,93.11,87.56,80.63,75.39,84.35,85.01,66.54,85.86,86.99,61.79,69.72,92.49,59.72
06/10/2023,89.20,83.09,83.87,,78.79,79.32,84.05,100.85,109.86,108.50,101.38,88.96,87.99,87.91,82.93,80.38,81.96,84.86,95.37,101.93,104.42,102.35,91.78,86.81,81.27,78.79,109.86,83.74,93.52,96.71,83.30,96.65,90.55,90.74,92.22,83.05,88.63,90.00,89.27,105.15,86.95,85.64,94.76,85.02
05/10/2023,86.32,87.97,87.68,,87.00,86.28,86.85,102.21,117.48,123.00,111.32,97.32,95.27,86.27,85.93,90.05,95.61,100.72,110.39,140.69,165.18,139.66,105.04,101.95,97.37,85.93,165.18,87.24,98.21,106.73,89.47,129.25,111.01,103.65,108.48,87.02,92.72,98.10,98.82,113.50,91.20,99.19,124.98,91.74
04/10/2023,86.95,87.46,87.05,,87.79,87.26,88.02,95.08,108.23,114.67,100.95,93.01,92.72,86.92,85.06,84.29,85.37,91.07,95.46,118.04,145.56,123.40,100.17,92.80,90.11,84.29,145.56,87.31,94.65,100.34,85.41,112.53,101.62,96.98,99.43,87.42,90.98,92.87,94.53,104.73,89.43,89.05,111.68,87.90
03/10/2023,85.55,81.87,80.49,,80.62,80.13,80.69,94.14,100.06,99.44,95.08,94.76,95.07,90.06,91.09,94.42,95.07,95.08,100.01,100.76,106.40,105.00,88.27,83.87,81.19,80.13,106.40,82.13,88.76,96.09,92.66,100.56,89.58,91.63,96.44,81.56,85.44,94.37,86.82,97.18,92.75,96.15,94.25,93.41
02/10/2023,98.41,93.19,91.06,,88.39,89.62,98.41,113.47,137.19,135.42,113.03,101.62,95.92,89.06,87.00,90.45,98.14,106.35,127.94,145.91,185.45,160.11,124.34,109.12,100.74,87.00,185.45,92.76,109.67,111.50,91.16,141.41,123.58,111.68,114.69,93.18,101.22,101.33,108.67,124.78,93.40,105.72,137.61,93.70
01/10/2023,97.46,91.65,87.66,,84.95,83.53,86.06,90.82,92.85,91.00,78.50,53.37,10.56,-2.61,-9.32,-4.72,7.67,61.43,95.71,113.29,126.90,122.09,114.63,109.32,100.98,-9.32,126.90,90.43,88.32,58.36,-2.25,99.33,111.76,74.32,51.82,88.55,89.37,28.06,96.83,88.29,13.00,40.02,114.54,9.16
30/09/2023,101.03,97.33,89.02,,86.65,86.06,88.96,100.97,107.21,107.28,101.19,90.07,86.10,52.52,21.00,28.94,64.14,86.02,106.41,112.58,120.99,119.09,112.15,108.08,99.05,21.00,120.99,93.51,95.80,96.16,41.65,106.50,109.59,90.54,81.44,91.51,94.65,68.91,99.63,104.16,62.42,71.38,111.99,57.13
29/09/2023,102.07,98.04,94.78,,93.66,92.72,100.98,115.11,116.58,119.41,104.81,93.07,90.26,83.66,77.06,77.74,86.74,94.61,106.45,114.82,123.91,118.22,108.52,102.20,100.22,77.06,123.91,97.14,106.35,101.89,81.30,109.95,107.29,100.65,97.71,97.04,101.74,91.59,103.59,113.98,86.01,91.39,111.32,84.76
28/09/2023,86.04,86.07,85.20,,86.08,85.19,89.53,111.58,122.27,122.67,105.44,93.36,88.07,88.09,88.58,88.44,89.06,99.39,115.37,120.85,132.60,129.15,119.26,111.84,101.99,85.19,132.60,85.85,102.14,102.39,88.54,117.05,115.56,101.92,102.66,86.35,94.00,95.46,101.18,115.49,89.53,98.07,119.28,89.27
27/09/2023,105.36,103.32,101.43,,98.08,97.28,103.02,117.00,132.18,135.55,119.06,105.15,99.42,92.58,90.60,91.46,98.17,105.43,117.18,122.71,126.08,121.62,108.74,97.04,88.66,88.66,135.55,102.05,112.37,114.80,93.20,117.85,104.02,107.38,108.62,101.42,107.21,104.00,106.14,125.95,96.94,103.06,110.81,96.23
26/09/2023,105.92,104.23,105.16,,105.54,105.69,114.29,121.32,137.77,147.74,122.15,104.94,97.55,95.69,94.76,95.10,97.08,106.34,117.93,125.07,144.66,135.04,127.28,111.69,100.11,94.76,147.74,105.21,119.77,118.10,95.66,123.50,118.53,113.46,112.42,106.81,112.49,106.88,114.50,132.25,98.24,104.11,123.98,97.52
25/09/2023,73.72,86.24,75.87,,66.87,69.01,90.03,104.61,122.09,127.84,110.31,95.86,94.27,85.14,81.12,80.05,94.47,95.60,119.83,127.03,137.07,132.02,122.08,120.45,108.73,66.87,137.07,75.68,96.44,107.07,85.20,119.88,120.82,100.85,104.05,76.96,86.06,96.13,97.64,116.21,89.10,97.49,124.56,88.49
24/09/2023,98.69,96.86,93.41,,90.23,90.07,91.68,97.32,97.00,93.56,76.88,26.12,9.75,6.35,0.99,0.91,4.74,40.79,98.06,115.27,119.09,122.29,110.21,94.79,87.12,0.91,122.29,94.80,94.02,51.58,3.25,93.30,103.60,73.42,49.38,93.49,94.41,27.41,97.47,91.19,10.80,36.13,108.13,8.14
23/09/2023,99.68,97.10,95.49,,93.28,91.83,93.44,98.19,102.42,104.19,97.60,88.26,80.41,72.64,50.14,38.98,52.48,80.22,94.60,117.93,129.74,129.73,116.39,102.46,97.13,38.98,129.74,96.39,96.47,92.62,53.56,105.62,111.43,92.68,83.93,95.14,96.43,73.09,101.43,100.60,72.86,66.57,115.56,63.82
22/09/2023,91.07,87.77,84.61,,83.19,83.30,92.10,112.79,114.99,130.07,115.27,99.95,93.01,90.05,89.88,89.54,91.08,92.48,105.25,112.12,123.37,120.16,108.87,94.95,90.05,83.19,130.07,86.66,100.80,109.58,90.14,108.31,103.51,99.83,102.67,87.01,93.73,99.86,96.99,118.28,93.22,94.59,108.25,92.25
21/09/2023,63.23,55.66,48.66,,47.74,49.60,70.07,96.71,109.04,111.51,99.99,87.60,84.03,81.70,79.08,81.61,84.50,96.69,109.69,112.35,127.46,122.02,113.21,97.50,89.86,47.74,127.46,53.82,81.36,95.78,81.72,111.55,105.65,88.31,96.35,55.83,67.59,88.75,80.28,104.31,83.10,93.12,110.40,83.09
20/09/2023,64.02,64.06,64.01,,32.18,32.95,66.83,81.42,102.51,99.71,80.77,35.90,21.30,64.01,59.90,64.02,11.99,33.10,87.25,107.55,110.06,110.06,99.99,79.16,68.47,11.99,110.06,56.07,70.93,59.42,49.98,84.49,89.42,68.38,64.63,54.01,63.50,54.70,72.14,91.10,45.28,49.09,95.88,42.85
19/09/2023,71.08,77.99,81.68,,81.69,81.11,84.16,88.44,98.07,98.77,88.94,86.97,87.61,85.83,85.91,85.06,85.48,85.47,88.48,97.53,107.61,98.87,88.60,80.90,72.92,71.08,107.61,78.11,87.95,90.57,85.57,94.77,85.32,87.05,90.31,79.62,83.03,88.07,83.79,93.56,86.58,86.12,91.07,86.14
18/09/2023,94.00,92.51,90.46,,89.05,89.23,92.06,102.47,114.95,114.26,101.51,92.67,93.10,90.66,91.35,90.90,92.61,92.67,105.80,118.05,123.61,123.39,106.39,94.80,88.52,88.52,123.61,91.51,99.68,100.39,91.38,110.03,103.28,99.38,100.60,91.22,95.59,95.88,98.15,108.30,91.95,95.50,109.13,91.88
17/09/2023,100.21,95.34,93.45,,92.92,93.48,93.18,97.83,99.46,94.33,75.68,61.94,47.85,30.32,8.52,4.00,30.08,75.36,100.33,116.27,114.92,119.52,108.43,94.39,91.70,4.00,119.52,95.48,95.99,69.95,18.23,101.72,103.51,80.81,63.30,94.76,95.73,44.09,98.33,91.83,37.16,52.44,107.54,30.45
16/09/2023,94.85,91.15,91.02,,90.80,90.83,92.05,95.03,99.51,90.66,88.51,79.65,71.05,56.87,36.30,36.63,72.08,82.05,93.96,110.81,115.78,115.87,112.86,97.71,92.32,36.30,115.87,91.96,94.36,82.47,50.47,100.65,104.69,87.43,77.86,91.78,93.16,66.47,97.00,93.43,60.97,71.18,107.56,58.76
15/09/2023,98.09,96.16,94.10,,94.53,94.81,96.69,111.10,115.70,122.81,112.05,95.77,90.15,88.20,88.45,87.93,88.71,92.61,108.04,114.29,121.01,122.49,113.63,101.23,95.53,87.93,122.81,95.72,104.58,105.20,88.32,108.99,108.22,101.84,100.84,95.73,100.15,96.76,102.84,115.42,90.64,94.32,111.36,89.87
14/09/2023,99.60,98.94,96.90,,97.72,97.73,105.22,114.96,118.83,127.06,118.61,101.98,97.48,93.23,92.51,91.97,93.93,99.24,114.06,117.90,125.30,125.16,124.16,113.16,99.75,91.97,127.06,98.29,109.19,111.28,92.91,114.13,115.56,106.89,106.11,99.35,103.74,102.10,107.68,119.87,96.30,99.80,117.57,95.18
13/09/2023,99.05,94.97,94.97,,93.49,93.09,97.74,113.21,122.60,125.00,112.42,105.95,100.66,98.94,98.80,98.76,98.78,99.15,108.91,125.04,136.95,135.06,123.23,109.61,98.49,93.09,136.95,95.62,106.66,111.01,98.82,117.51,116.60,107.70,109.11,95.55,101.14,104.91,106.29,118.31,101.09,101.40,121.40,100.32
12/09/2023,108.94,104.49,103.59,,102.91,103.55,110.56,120.16,138.40,163.17,125.50,114.67,109.01,106.26,102.75,103.02,103.06,108.94,124.07,160.79,185.28,173.02,138.19,116.61,108.94,102.75,185.28,104.98,118.17,128.09,103.77,144.77,134.19,122.33,125.54,105.67,111.58,115.93,119.11,136.81,108.17,109.77,147.14,106.46
11/09/2023,99.93,95.10,95.89,,95.05,95.45,101.51,117.04,121.73,122.18,111.05,96.01,91.72,88.72,88.33,88.90,90.47,96.97,119.22,138.91,178.56,172.85,127.16,121.71,112.45,88.33,178.56,96.49,108.93,105.24,89.11,133.42,133.54,111.12,109.25,97.16,102.71,97.17,112.99,118.00,91.20,98.89,141.94,90.69
10/09/2023,100.51,98.15,96.10,,95.43,94.10,94.22,95.95,95.05,90.48,81.80,60.89,36.93,15.37,5.48,8.08,30.71,78.84,96.98,112.36,123.80,132.48,126.58,112.58,103.92,5.48,132.48,97.55,94.83,67.53,14.91,103.00,118.89,82.78,61.81,96.42,96.19,41.22,103.76,90.82,29.67,53.65,118.62,26.24
09/09/2023,105.48,101.94,100.52,,98.51,98.40,100.22,102.56,103.11,97.03,89.15,79.92,67.74,42.10,25.25,28.26,57.85,77.74,98.97,112.50,126.76,133.05,120.18,111.44,104.41,25.25,133.05,101.61,101.07,83.46,38.37,103.99,117.27,90.96,75.27,100.85,101.34,60.91,106.65,97.96,53.75,65.71,118.06,50.19
08/09/2023,94.58,90.15,88.60,,89.05,87.54,94.60,110.12,134.19,128.41,103.33,91.62,86.99,84.55,83.17,82.67,83.55,90.06,107.84,127.96,174.64,163.04,128.67,108.32,99.97,82.67,174.64,90.60,106.61,102.59,83.49,125.13,125.00,105.57,103.73,90.75,98.60,93.04,107.40,119.01,86.58,91.03,133.77,85.43
07/09/2023,91.47,89.07,88.62,,87.40,87.42,96.02,114.00,117.54,114.10,101.79,89.43,86.22,78.03,77.24,80.07,87.41,88.78,103.04,127.99,152.13,136.41,117.85,102.48,94.86,77.24,152.13,89.14,103.75,97.89,80.69,117.99,112.90,100.39,98.85,90.00,96.44,89.29,101.93,111.86,82.73,89.83,121.95,83.07
06/09/2023,94.64,90.99,90.95,,90.12,90.90,97.15,111.96,119.13,118.92,101.75,88.88,85.02,80.61,81.94,81.94,85.02,90.63,104.47,127.97,155.25,145.54,117.31,104.28,96.08,80.61,155.25,91.68,104.79,98.64,82.38,119.58,115.80,102.14,100.20,92.46,98.23,90.51,104.09,112.94,84.11,90.52,124.41,83.90
05/09/2023,96.32,91.86,92.31,,91.85,92.09,98.48,112.80,118.94,118.07,104.87,95.13,90.07,88.32,86.71,86.85,89.02,92.89,104.85,120.43,153.87,153.02,124.78,108.98,101.24,86.71,153.87,93.09,105.58,102.04,87.73,118.01,122.01,104.74,102.59,93.82,99.33,94.88,106.89,113.67,90.06,93.40,127.05,89.35
04/09/2023,96.90,94.06,94.78,,93.37,93.50,99.29,113.00,118.94,118.68,103.11,93.68,89.50,83.82,86.03,81.97,81.94,88.64,104.78,117.13,118.99,118.95,118.25,105.05,96.85,81.94,118.99,94.78,106.18,101.24,83.44,107.39,109.78,100.47,97.36,95.32,100.48,92.34,103.58,113.43,88.26,89.33,112.54,86.16
03/09/2023,99.95,96.58,96.03,,96.10,95.33,95.80,97.64,97.86,96.01,90.77,72.22,49.93,28.88,12.94,8.29,22.02,64.55,92.96,107.49,117.78,116.11,116.08,109.96,100.81,8.29,117.78,97.17,96.66,77.23,18.03,95.70,110.74,82.59,63.65,96.63,96.91,47.63,101.52,95.57,40.99,46.96,111.37,32.38
02/09/2023,108.61,102.07,99.16,,96.27,95.13,95.68,98.57,99.24,99.79,93.39,86.92,80.35,74.57,61.49,58.06,71.70,82.56,93.76,104.08,112.44,115.59,114.64,108.98,102.54,58.06,115.59,101.53,97.16,90.11,66.46,98.21,110.44,93.98,84.93,99.49,99.34,78.28,103.04,97.75,75.83,76.52,109.71,72.18
01/09/2023,95.30,92.84,91.97,,92.43,92.11,95.16,112.08,114.13,115.88,120.45,105.07,100.08,97.26,94.77,93.87,96.37,101.77,113.36,110.87,121.18,121.34,121.15,115.17,105.35,91.97,121.34,93.14,103.37,110.37,95.57,111.80,115.75,105.00,105.91,93.30,98.25,102.97,104.09,115.64,99.30,101.34,115.84,97.90
31/08/2023,94.71,93.20,92.22,,91.31,91.43,93.00,105.24,117.04,117.83,106.67,99.08,94.96,94.00,90.99,89.53,92.84,93.37,101.72,111.51,125.21,126.92,117.24,106.33,97.90,89.53,126.92,92.86,101.68,104.64,91.84,107.95,112.10,101.84,101.48,92.65,97.27,98.24,102.21,111.70,94.76,94.37,114.19,93.57
30/08/2023,98.53,94.05,90.78,,90.34,89.70,96.20,116.49,124.35,132.46,117.20,105.05,98.58,93.94,88.09,87.67,90.00,97.15,111.18,117.74,131.08,139.68,123.02,112.17,100.83,87.67,139.68,93.43,106.69,113.32,89.93,114.29,118.93,106.10,105.85,93.27,100.06,101.62,106.35,122.63,96.42,96.50,120.75,93.89
29/08/2023,107.17,102.54,101.46,,99.99,100.64,105.83,122.01,132.85,142.98,135.75,126.85,124.21,114.25,108.83,108.11,117.14,126.25,144.29,129.97,142.92,148.05,140.05,126.76,109.97,99.99,148.05,102.79,115.33,132.45,112.08,135.86,131.21,121.62,126.80,102.94,109.06,122.27,116.44,133.40,118.54,123.95,132.95,116.57
28/08/2023,92.39,87.13,85.03,,84.76,84.93,92.36,112.79,129.26,131.63,125.04,109.99,107.27,103.77,102.16,100.96,105.65,113.83,130.51,126.38,128.35,141.23,136.10,123.11,103.83,84.76,141.23,87.33,104.84,118.48,103.14,124.77,126.07,110.77,115.46,87.77,96.08,110.81,106.08,124.68,105.80,112.74,126.50,104.97
27/08/2023,101.58,95.26,92.32,,92.20,91.37,95.30,95.01,97.00,98.09,91.22,89.23,86.52,77.59,69.69,66.86,75.01,87.77,102.67,111.60,117.76,124.98,124.57,118.06,102.59,66.86,124.98,95.34,94.67,91.27,72.29,104.95,117.55,96.01,89.50,94.67,95.01,81.78,102.52,95.33,80.76,83.08,116.59,77.48
26/08/2023,108.42,101.93,99.02,,96.22,94.87,95.48,99.50,100.18,102.67,97.30,90.13,90.18,81.18,81.02,72.05,89.69,92.17,102.09,110.98,118.90,118.09,118.35,118.08,105.97,72.05,118.90,101.40,97.51,95.07,80.99,106.04,115.12,99.35,94.03,99.32,99.45,88.03,104.68,99.91,85.63,89.00,115.06,84.04
25/08/2023,105.31,102.09,100.87,,99.85,99.59,105.27,117.37,137.01,140.22,125.63,117.32,110.79,102.59,101.37,101.05,102.37,107.46,122.02,147.83,160.98,150.84,140.10,129.16,114.51,99.59,160.98,102.03,114.81,123.49,101.85,134.57,133.65,118.40,119.97,102.16,108.42,112.67,116.83,130.06,108.02,108.23,140.57,105.92
24/08/2023,132.36,120.86,117.20,,114.18,114.61,118.98,143.49,159.83,159.07,138.95,126.17,120.22,117.44,115.72,116.04,120.65,128.01,155.24,200.89,242.63,231.17,188.79,155.05,132.64,114.18,242.63,121.15,134.23,136.10,117.46,181.69,176.91,144.59,145.09,119.70,127.69,126.78,144.10,150.34,119.89,129.99,191.86,119.37
23/08/2023,125.12,113.97,110.30,,108.80,109.10,114.68,144.19,164.64,156.23,134.01,119.64,113.01,111.93,108.18,108.32,112.54,115.90,130.06,163.56,210.61,221.06,184.53,158.17,134.69,108.18,221.06,114.55,133.15,130.72,110.24,155.03,174.61,136.39,132.00,113.66,123.85,120.48,140.77,149.77,113.19,116.71,178.77,112.27
22/08/2023,116.07,106.85,103.11,,102.07,102.43,110.28,120.89,123.15,133.06,118.96,112.24,105.06,101.36,100.21,99.42,102.09,104.98,117.01,143.21,171.52,175.49,162.40,141.51,126.71,99.42,175.49,107.03,114.19,117.33,100.77,134.18,151.53,120.84,117.43,106.80,110.61,109.05,124.25,124.02,104.72,105.88,153.47,103.40
21/08/2023,112.18,103.43,100.56,,98.77,99.02,106.27,115.41,123.52,132.97,121.69,109.57,99.03,95.04,93.81,94.64,97.58,102.97,115.65,134.95,153.97,154.18,149.50,129.34,116.51,93.81,154.18,103.74,111.06,115.82,95.27,126.89,137.38,115.02,112.66,103.37,107.40,105.54,117.39,123.40,99.36,102.71,139.74,98.28
20/08/2023,108.08,101.50,98.51,,96.58,95.19,95.51,97.51,97.91,91.89,77.92,66.48,33.81,13.88,6.57,8.78,19.96,61.24,92.31,106.85,120.33,125.97,125.07,117.19,114.47,6.57,125.97,101.17,96.53,67.53,12.30,95.18,120.68,82.23,58.34,99.23,98.85,39.91,106.12,91.31,30.19,45.57,118.31,24.91
19/08/2023,96.17,92.79,89.75,,88.39,86.84,87.99,89.39,91.00,89.49,82.91,68.61,51.26,36.60,23.44,17.19,24.51,67.21,90.64,106.75,116.08,122.41,123.28,120.32,112.81,17.19,123.28,91.78,88.81,73.07,25.44,95.17,119.71,82.33,64.56,90.32,90.29,49.25,100.10,88.20,44.98,49.89,116.94,36.94
18/08/2023,98.74,95.42,94.94,,93.19,94.22,98.51,111.74,112.85,115.08,104.45,97.18,90.20,84.95,80.93,80.02,88.25,94.14,104.26,116.66,118.25,122.00,119.91,108.75,98.80,80.02,122.00,95.57,104.33,101.73,83.54,108.33,112.37,100.98,97.86,95.84,99.95,92.63,104.09,111.03,88.32,91.67,114.06,86.92
17/08/2023,104.25,96.70,94.08,,92.07,93.27,98.08,116.91,123.76,120.02,112.80,105.40,99.72,95.17,94.02,92.84,95.09,99.89,112.99,120.31,128.90,128.31,122.98,114.61,100.50,92.07,128.90,96.78,108.01,109.49,94.28,115.52,116.60,106.78,106.43,96.41,102.39,101.88,107.13,118.37,98.58,100.20,119.27,97.04
16/08/2023,100.96,95.93,93.54,,92.89,94.03,105.13,112.19,118.94,122.28,113.03,98.63,93.25,88.07,86.70,85.37,87.70,94.14,108.39,117.98,133.74,134.10,131.50,118.03,107.55,85.37,134.10,95.83,107.57,106.80,86.96,113.56,122.80,105.59,102.44,97.08,101.70,96.88,108.73,116.61,91.66,93.90,123.82,89.95
15/08/2023,97.11,91.81,89.75,,87.92,91.82,96.19,103.43,103.55,103.54,89.40,74.57,66.88,53.98,36.18,25.75,42.62,68.91,90.40,109.66,114.04,118.70,119.74,112.25,103.72,25.75,119.74,91.65,98.75,83.60,39.63,95.75,113.60,87.16,72.99,92.43,95.20,61.62,101.33,99.98,57.90,56.92,113.02,50.00
14/08/2023,101.70,94.85,94.03,,90.50,91.08,102.50,108.95,109.93,109.91,104.98,91.71,83.19,76.54,70.23,74.77,77.29,86.73,101.37,114.69,116.77,119.40,125.39,115.01,107.09,70.23,125.39,95.27,103.12,97.45,74.71,104.89,116.72,98.69,92.35,95.78,99.19,86.08,105.04,108.44,80.42,85.04,116.39,78.96
13/08/2023,88.84,86.75,85.02,,81.51,75.07,74.69,72.75,66.85,56.23,33.04,22.63,9.54,4.06,2.28,3.02,7.36,21.90,68.15,88.95,105.91,114.03,115.45,111.92,103.07,2.28,115.45,85.53,72.34,30.36,4.18,71.23,111.12,62.46,35.26,81.98,78.94,17.27,89.66,57.22,9.63,25.11,106.56,8.15
12/08/2023,105.13,99.01,94.66,,90.37,89.28,91.06,95.84,93.15,86.59,83.26,68.89,47.70,36.51,14.94,6.54,7.13,31.47,65.41,89.70,104.68,110.14,109.37,105.93,99.98,6.54,110.14,97.29,92.33,71.61,16.28,72.82,106.36,76.11,53.57,94.92,94.81,43.95,98.66,89.71,42.01,27.64,103.30,30.29
11/08/2023,104.00,98.68,95.60,,93.40,94.31,99.20,105.07,112.00,105.11,95.90,83.01,75.43,72.46,74.92,61.03,74.44,88.09,100.44,109.09,120.54,131.68,125.08,117.84,104.09,61.03,131.68,97.92,102.65,89.86,70.71,104.54,119.67,97.56,88.37,97.53,100.28,80.29,106.75,104.52,76.46,81.00,118.05,73.55
10/08/2023,103.81,94.95,90.80,,87.54,89.62,95.99,100.78,110.54,111.61,98.68,89.64,82.04,74.83,72.02,75.27,73.94,84.22,96.07,104.19,112.88,115.66,114.01,110.96,103.05,72.02,115.66,94.28,99.23,95.49,74.02,99.34,110.92,95.55,89.62,93.79,96.75,84.75,101.48,105.40,79.63,82.38,110.13,77.96
09/08/2023,71.22,71.98,66.51,,66.61,64.61,72.70,89.70,97.85,99.72,89.27,81.18,77.01,72.02,64.93,63.00,63.94,72.01,82.01,98.57,119.22,128.21,128.95,113.78,97.24,63.00,128.95,69.08,81.22,86.80,65.97,92.95,117.05,85.51,81.91,68.94,75.15,76.38,89.11,94.14,73.79,70.24,114.33,70.35
08/08/2023,77.81,73.34,68.89,,59.10,59.09,63.14,75.44,79.18,79.67,81.07,76.03,73.58,71.63,64.66,58.82,62.65,62.09,69.32,77.28,87.77,94.09,92.23,82.98,80.26,58.82,94.09,69.79,69.21,77.59,64.44,74.12,87.39,73.76,72.05,66.90,69.50,71.01,75.46,78.84,71.48,63.22,85.77,67.90
07/08/2023,61.51,58.84,51.69,,57.08,59.03,57.31,67.00,78.28,78.81,78.42,72.08,68.26,59.09,51.66,59.82,62.36,74.38,76.90,78.49,78.88,79.76,79.58,79.98,80.96,51.66,80.96,57.28,65.41,74.39,58.23,77.16,80.07,68.76,69.93,57.58,61.34,66.31,67.59,75.63,62.77,68.37,79.61,62.21
06/08/2023,80.44,75.52,74.05,,70.95,67.79,69.90,69.32,63.06,52.23,42.44,24.47,26.98,24.37,9.43,5.99,7.06,12.14,36.67,64.39,78.28,88.07,86.76,77.55,67.71,5.99,88.07,75.24,67.52,36.53,11.71,47.87,80.02,53.15,32.04,73.11,71.38,24.12,74.26,56.76,21.31,15.47,77.13,16.38
05/08/2023,93.98,89.75,86.18,,82.61,81.92,82.52,87.94,87.21,86.99,82.96,74.75,67.39,60.25,47.21,45.33,53.38,68.74,84.50,92.04,93.87,93.42,92.95,92.98,88.04,45.33,93.98,88.13,84.90,78.02,51.54,84.79,91.85,79.87,71.45,86.16,86.51,64.78,88.29,86.28,62.40,62.99,92.22,58.05
