MTU (CET/CEST),Area,Resolution,Price,Currency
              12/11/2022 21:00 - 12/11/2022 22:00,BZN|CH,PT60M,186.27,EUR
              12/11/2022 22:00 - 12/11/2022 23:00,BZN|CH,PT60M,184.14,EUR
              12/11/2022 23:00 - 13/11/2022 00:00,BZN|CH,PT60M,176.36,EUR
              13/11/2022 00:00 - 13/11/2022 01:00,BZN|CH,PT60M,158.58,EUR
              13/11/2022 01:00 - 13/11/2022 02:00,BZN|CH,PT60M,166.78,EUR
              13/11/2022 02:00 - 13/11/2022 03:00,BZN|CH,PT60M,150.95,EUR
              13/11/2022 03:00 - 13/11/2022 04:00,BZN|CH,PT60M,140.78,EUR
              13/11/2022 04:00 - 13/11/2022 05:00,BZN|CH,PT60M,140.05,EUR
              13/11/2022 05:00 - 13/11/2022 06:00,BZN|CH,PT60M,137.65,EUR
              13/11/2022 06:00 - 13/11/2022 07:00,BZN|CH,PT60M,140.05,EUR
              13/11/2022 07:00 - 13/11/2022 08:00,BZN|CH,PT60M,149.69,EUR
              13/11/2022 08:00 - 13/11/2022 09:00,BZN|CH,PT60M,151.51,EUR
              13/11/2022 09:00 - 13/11/2022 10:00,BZN|CH,PT60M,158.91,EUR
              13/11/2022 10:00 - 13/11/2022 11:00,BZN|CH,PT60M,154.05,EUR
              13/11/2022 11:00 - 13/11/2022 12:00,BZN|CH,PT60M,149.89,EUR
              13/11/2022 12:00 - 13/11/2022 13:00,BZN|CH,PT60M,158.78,EUR
              13/11/2022 13:00 - 13/11/2022 14:00,BZN|CH,PT60M,167.04,EUR
              13/11/2022 14:00 - 13/11/2022 15:00,BZN|CH,PT60M,176.80,EUR
              13/11/2022 15:00 - 13/11/2022 16:00,BZN|CH,PT60M,188.41,EUR
              13/11/2022 16:00 - 13/11/2022 17:00,BZN|CH,PT60M,193.32,EUR
              13/11/2022 17:00 - 13/11/2022 18:00,BZN|CH,PT60M,218.35,EUR
              13/11/2022 18:00 - 13/11/2022 19:00,BZN|CH,PT60M,213.69,EUR
              13/11/2022 19:00 - 13/11/2022 20:00,BZN|CH,PT60M,211.77,EUR
              13/11/2022 20:00 - 13/11/2022 21:00,BZN|CH,PT60M,196.93,EUR
              13/11/2022 21:00 - 13/11/2022 22:00,BZN|CH,PT60M,195.09,EUR
              13/11/2022 22:00 - 13/11/2022 23:00,BZN|CH,PT60M,190.75,EUR
              13/11/2022 23:00 - 14/11/2022 00:00,BZN|CH,PT60M,176.60,EUR
              14/11/2022 00:00 - 14/11/2022 01:00,BZN|CH,PT60M,151.47,EUR
              14/11/2022 01:00 - 14/11/2022 02:00,BZN|CH,PT60M,156.65,EUR
              14/11/2022 02:00 - 14/11/2022 03:00,BZN|CH,PT60M,145.71,EUR
              14/11/2022 03:00 - 14/11/2022 04:00,BZN|CH,PT60M,144.51,EUR
              14/11/2022 04:00 - 14/11/2022 05:00,BZN|CH,PT60M,144.91,EUR
              14/11/2022 05:00 - 14/11/2022 06:00,BZN|CH,PT60M,160.98,EUR
              14/11/2022 06:00 - 14/11/2022 07:00,BZN|CH,PT60M,201.98,EUR
              14/11/2022 07:00 - 14/11/2022 08:00,BZN|CH,PT60M,231.70,EUR
              14/11/2022 08:00 - 14/11/2022 09:00,BZN|CH,PT60M,239.09,EUR
              14/11/2022 09:00 - 14/11/2022 10:00,BZN|CH,PT60M,230.84,EUR
              14/11/2022 10:00 - 14/11/2022 11:00,BZN|CH,PT60M,221.91,EUR
              14/11/2022 11:00 - 14/11/2022 12:00,BZN|CH,PT60M,223.04,EUR
              14/11/2022 12:00 - 14/11/2022 13:00,BZN|CH,PT60M,205.55,EUR
              14/11/2022 13:00 - 14/11/2022 14:00,BZN|CH,PT60M,212.35,EUR
              14/11/2022 14:00 - 14/11/2022 15:00,BZN|CH,PT60M,229.20,EUR
              14/11/2022 15:00 - 14/11/2022 16:00,BZN|CH,PT60M,234.98,EUR
              14/11/2022 16:00 - 14/11/2022 17:00,BZN|CH,PT60M,239.35,EUR
              14/11/2022 17:00 - 14/11/2022 18:00,BZN|CH,PT60M,258.22,EUR
              14/11/2022 18:00 - 14/11/2022 19:00,BZN|CH,PT60M,259.94,EUR
              14/11/2022 19:00 - 14/11/2022 20:00,BZN|CH,PT60M,244.10,EUR
              14/11/2022 20:00 - 14/11/2022 21:00,BZN|CH,PT60M,219.86,EUR
              14/11/2022 21:00 - 14/11/2022 22:00,BZN|CH,PT60M,201.44,EUR
              14/11/2022 22:00 - 14/11/2022 23:00,BZN|CH,PT60M,196.91,EUR
              14/11/2022 23:00 - 15/11/2022 00:00,BZN|CH,PT60M,181.94,EUR
              15/11/2022 00:00 - 15/11/2022 01:00,BZN|CH,PT60M,190.90,EUR
              15/11/2022 01:00 - 15/11/2022 02:00,BZN|CH,PT60M,188.78,EUR
              15/11/2022 02:00 - 15/11/2022 03:00,BZN|CH,PT60M,188.28,EUR
              15/11/2022 03:00 - 15/11/2022 04:00,BZN|CH,PT60M,187.97,EUR
              15/11/2022 04:00 - 15/11/2022 05:00,BZN|CH,PT60M,188.58,EUR
              15/11/2022 05:00 - 15/11/2022 06:00,BZN|CH,PT60M,209.35,EUR
              15/11/2022 06:00 - 15/11/2022 07:00,BZN|CH,PT60M,230.30,EUR
              15/11/2022 07:00 - 15/11/2022 08:00,BZN|CH,PT60M,250.02,EUR
              15/11/2022 08:00 - 15/11/2022 09:00,BZN|CH,PT60M,245.50,EUR
              15/11/2022 09:00 - 15/11/2022 10:00,BZN|CH,PT60M,249.66,EUR
              15/11/2022 10:00 - 15/11/2022 11:00,BZN|CH,PT60M,239.11,EUR
              15/11/2022 11:00 - 15/11/2022 12:00,BZN|CH,PT60M,236.28,EUR
              15/11/2022 12:00 - 15/11/2022 13:00,BZN|CH,PT60M,229.27,EUR
              15/11/2022 13:00 - 15/11/2022 14:00,BZN|CH,PT60M,229.88,EUR
              15/11/2022 14:00 - 15/11/2022 15:00,BZN|CH,PT60M,235.01,EUR
              15/11/2022 15:00 - 15/11/2022 16:00,BZN|CH,PT60M,249.19,EUR
              15/11/2022 16:00 - 15/11/2022 17:00,BZN|CH,PT60M,253.53,EUR
              15/11/2022 17:00 - 15/11/2022 18:00,BZN|CH,PT60M,251.41,EUR
              15/11/2022 18:00 - 15/11/2022 19:00,BZN|CH,PT60M,254.04,EUR
              15/11/2022 19:00 - 15/11/2022 20:00,BZN|CH,PT60M,241.74,EUR
              15/11/2022 20:00 - 15/11/2022 21:00,BZN|CH,PT60M,233.20,EUR
              15/11/2022 21:00 - 15/11/2022 22:00,BZN|CH,PT60M,218.19,EUR
              15/11/2022 22:00 - 15/11/2022 23:00,BZN|CH,PT60M,211.06,EUR
              15/11/2022 23:00 - 16/11/2022 00:00,BZN|CH,PT60M,195.38,EUR
              16/11/2022 00:00 - 16/11/2022 01:00,BZN|CH,PT60M,200.09,EUR
              16/11/2022 01:00 - 16/11/2022 02:00,BZN|CH,PT60M,187.94,EUR
              16/11/2022 02:00 - 16/11/2022 03:00,BZN|CH,PT60M,185.45,EUR
              16/11/2022 03:00 - 16/11/2022 04:00,BZN|CH,PT60M,184.43,EUR
              16/11/2022 04:00 - 16/11/2022 05:00,BZN|CH,PT60M,187.57,EUR
              16/11/2022 05:00 - 16/11/2022 06:00,BZN|CH,PT60M,206.22,EUR
              16/11/2022 06:00 - 16/11/2022 07:00,BZN|CH,PT60M,264.20,EUR
              16/11/2022 07:00 - 16/11/2022 08:00,BZN|CH,PT60M,276.21,EUR
              16/11/2022 08:00 - 16/11/2022 09:00,BZN|CH,PT60M,276.55,EUR
              16/11/2022 09:00 - 16/11/2022 10:00,BZN|CH,PT60M,277.99,EUR
              16/11/2022 10:00 - 16/11/2022 11:00,BZN|CH,PT60M,275.33,EUR
              16/11/2022 11:00 - 16/11/2022 12:00,BZN|CH,PT60M,277.24,EUR
              16/11/2022 12:00 - 16/11/2022 13:00,BZN|CH,PT60M,275.44,EUR
              16/11/2022 13:00 - 16/11/2022 14:00,BZN|CH,PT60M,270.03,EUR
              16/11/2022 14:00 - 16/11/2022 15:00,BZN|CH,PT60M,274.58,EUR
              16/11/2022 15:00 - 16/11/2022 16:00,BZN|CH,PT60M,277.51,EUR
              16/11/2022 16:00 - 16/11/2022 17:00,BZN|CH,PT60M,278.60,EUR
              16/11/2022 17:00 - 16/11/2022 18:00,BZN|CH,PT60M,277.63,EUR
              16/11/2022 18:00 - 16/11/2022 19:00,BZN|CH,PT60M,275.06,EUR
              16/11/2022 19:00 - 16/11/2022 20:00,BZN|CH,PT60M,276.59,EUR
              16/11/2022 20:00 - 16/11/2022 21:00,BZN|CH,PT60M,265.55,EUR
              16/11/2022 21:00 - 16/11/2022 22:00,BZN|CH,PT60M,255.92,EUR
              16/11/2022 22:00 - 16/11/2022 23:00,BZN|CH,PT60M,247.06,EUR
              16/11/2022 23:00 - 17/11/2022 00:00,BZN|CH,PT60M,220.62,EUR
              17/11/2022 00:00 - 17/11/2022 01:00,BZN|CH,PT60M,200.88,EUR
              17/11/2022 01:00 - 17/11/2022 02:00,BZN|CH,PT60M,187.69,EUR
              17/11/2022 02:00 - 17/11/2022 03:00,BZN|CH,PT60M,178.79,EUR
              17/11/2022 03:00 - 17/11/2022 04:00,BZN|CH,PT60M,176.84,EUR
              17/11/2022 04:00 - 17/11/2022 05:00,BZN|CH,PT60M,186.86,EUR
              17/11/2022 05:00 - 17/11/2022 06:00,BZN|CH,PT60M,211.84,EUR
              17/11/2022 06:00 - 17/11/2022 07:00,BZN|CH,PT60M,262.39,EUR
              17/11/2022 07:00 - 17/11/2022 08:00,BZN|CH,PT60M,283.24,EUR
              17/11/2022 08:00 - 17/11/2022 09:00,BZN|CH,PT60M,287.32,EUR
              17/11/2022 09:00 - 17/11/2022 10:00,BZN|CH,PT60M,285.88,EUR
              17/11/2022 10:00 - 17/11/2022 11:00,BZN|CH,PT60M,275.67,EUR
              17/11/2022 11:00 - 17/11/2022 12:00,BZN|CH,PT60M,264.42,EUR
              17/11/2022 12:00 - 17/11/2022 13:00,BZN|CH,PT60M,257.35,EUR
              17/11/2022 13:00 - 17/11/2022 14:00,BZN|CH,PT60M,255.03,EUR
              17/11/2022 14:00 - 17/11/2022 15:00,BZN|CH,PT60M,261.07,EUR
              17/11/2022 15:00 - 17/11/2022 16:00,BZN|CH,PT60M,267.64,EUR
              17/11/2022 16:00 - 17/11/2022 17:00,BZN|CH,PT60M,286.27,EUR
              17/11/2022 17:00 - 17/11/2022 18:00,BZN|CH,PT60M,291.05,EUR
              17/11/2022 18:00 - 17/11/2022 19:00,BZN|CH,PT60M,290.07,EUR
              17/11/2022 19:00 - 17/11/2022 20:00,BZN|CH,PT60M,284.97,EUR
              17/11/2022 20:00 - 17/11/2022 21:00,BZN|CH,PT60M,273.77,EUR
              17/11/2022 21:00 - 17/11/2022 22:00,BZN|CH,PT60M,250.08,EUR
              17/11/2022 22:00 - 17/11/2022 23:00,BZN|CH,PT60M,230.10,EUR
              17/11/2022 23:00 - 18/11/2022 00:00,BZN|CH,PT60M,209.70,EUR
              18/11/2022 00:00 - 18/11/2022 01:00,BZN|CH,PT60M,205.44,EUR
              18/11/2022 01:00 - 18/11/2022 02:00,BZN|CH,PT60M,194.82,EUR
              18/11/2022 02:00 - 18/11/2022 03:00,BZN|CH,PT60M,187.82,EUR
              18/11/2022 03:00 - 18/11/2022 04:00,BZN|CH,PT60M,181.56,EUR
              18/11/2022 04:00 - 18/11/2022 05:00,BZN|CH,PT60M,187.06,EUR
              18/11/2022 05:00 - 18/11/2022 06:00,BZN|CH,PT60M,207.52,EUR
              18/11/2022 06:00 - 18/11/2022 07:00,BZN|CH,PT60M,242.32,EUR
              18/11/2022 07:00 - 18/11/2022 08:00,BZN|CH,PT60M,266.49,EUR
              18/11/2022 08:00 - 18/11/2022 09:00,BZN|CH,PT60M,280.94,EUR
              18/11/2022 09:00 - 18/11/2022 10:00,BZN|CH,PT60M,277.07,EUR
              18/11/2022 10:00 - 18/11/2022 11:00,BZN|CH,PT60M,269.92,EUR
              18/11/2022 11:00 - 18/11/2022 12:00,BZN|CH,PT60M,255.74,EUR
              18/11/2022 12:00 - 18/11/2022 13:00,BZN|CH,PT60M,242.56,EUR
              18/11/2022 13:00 - 18/11/2022 14:00,BZN|CH,PT60M,241.21,EUR
              18/11/2022 14:00 - 18/11/2022 15:00,BZN|CH,PT60M,246.42,EUR
              18/11/2022 15:00 - 18/11/2022 16:00,BZN|CH,PT60M,253.60,EUR
              18/11/2022 16:00 - 18/11/2022 17:00,BZN|CH,PT60M,272.55,EUR
              18/11/2022 17:00 - 18/11/2022 18:00,BZN|CH,PT60M,285.36,EUR
              18/11/2022 18:00 - 18/11/2022 19:00,BZN|CH,PT60M,292.24,EUR
              18/11/2022 19:00 - 18/11/2022 20:00,BZN|CH,PT60M,291.38,EUR
              18/11/2022 20:00 - 18/11/2022 21:00,BZN|CH,PT60M,277.27,EUR
              18/11/2022 21:00 - 18/11/2022 22:00,BZN|CH,PT60M,248.06,EUR
              18/11/2022 22:00 - 18/11/2022 23:00,BZN|CH,PT60M,238.79,EUR
              18/11/2022 23:00 - 19/11/2022 00:00,BZN|CH,PT60M,230.06,EUR
              19/11/2022 00:00 - 19/11/2022 01:00,BZN|CH,PT60M,218.10,EUR
              19/11/2022 01:00 - 19/11/2022 02:00,BZN|CH,PT60M,205.34,EUR
              19/11/2022 02:00 - 19/11/2022 03:00,BZN|CH,PT60M,199.01,EUR
              19/11/2022 03:00 - 19/11/2022 04:00,BZN|CH,PT60M,183.68,EUR
              19/11/2022 04:00 - 19/11/2022 05:00,BZN|CH,PT60M,179.83,EUR
              19/11/2022 05:00 - 19/11/2022 06:00,BZN|CH,PT60M,189.03,EUR
              19/11/2022 06:00 - 19/11/2022 07:00,BZN|CH,PT60M,215.47,EUR
              19/11/2022 07:00 - 19/11/2022 08:00,BZN|CH,PT60M,240.91,EUR
              19/11/2022 08:00 - 19/11/2022 09:00,BZN|CH,PT60M,245.50,EUR
              19/11/2022 09:00 - 19/11/2022 10:00,BZN|CH,PT60M,246.26,EUR
              19/11/2022 10:00 - 19/11/2022 11:00,BZN|CH,PT60M,240.33,EUR
              19/11/2022 11:00 - 19/11/2022 12:00,BZN|CH,PT60M,236.82,EUR
              19/11/2022 12:00 - 19/11/2022 13:00,BZN|CH,PT60M,232.46,EUR
              19/11/2022 13:00 - 19/11/2022 14:00,BZN|CH,PT60M,227.08,EUR
              19/11/2022 14:00 - 19/11/2022 15:00,BZN|CH,PT60M,236.79,EUR
              19/11/2022 15:00 - 19/11/2022 16:00,BZN|CH,PT60M,250.28,EUR
              19/11/2022 16:00 - 19/11/2022 17:00,BZN|CH,PT60M,271.19,EUR
              19/11/2022 17:00 - 19/11/2022 18:00,BZN|CH,PT60M,307.62,EUR
              19/11/2022 18:00 - 19/11/2022 19:00,BZN|CH,PT60M,309.86,EUR
              19/11/2022 19:00 - 19/11/2022 20:00,BZN|CH,PT60M,292.81,EUR
              19/11/2022 20:00 - 19/11/2022 21:00,BZN|CH,PT60M,271.55,EUR
              19/11/2022 21:00 - 19/11/2022 22:00,BZN|CH,PT60M,249.12,EUR
              19/11/2022 22:00 - 19/11/2022 23:00,BZN|CH,PT60M,238.73,EUR
              19/11/2022 23:00 - 20/11/2022 00:00,BZN|CH,PT60M,227.70,EUR
              20/11/2022 00:00 - 20/11/2022 01:00,BZN|CH,PT60M,209.50,EUR
              20/11/2022 01:00 - 20/11/2022 02:00,BZN|CH,PT60M,197.12,EUR
              20/11/2022 02:00 - 20/11/2022 03:00,BZN|CH,PT60M,192.46,EUR
              20/11/2022 03:00 - 20/11/2022 04:00,BZN|CH,PT60M,181.45,EUR
              20/11/2022 04:00 - 20/11/2022 05:00,BZN|CH,PT60M,182.53,EUR
              20/11/2022 05:00 - 20/11/2022 06:00,BZN|CH,PT60M,184.47,EUR
              20/11/2022 06:00 - 20/11/2022 07:00,BZN|CH,PT60M,186.31,EUR
              20/11/2022 07:00 - 20/11/2022 08:00,BZN|CH,PT60M,201.25,EUR
              20/11/2022 08:00 - 20/11/2022 09:00,BZN|CH,PT60M,215.21,EUR
              20/11/2022 09:00 - 20/11/2022 10:00,BZN|CH,PT60M,215.49,EUR
              20/11/2022 10:00 - 20/11/2022 11:00,BZN|CH,PT60M,213.48,EUR
              20/11/2022 11:00 - 20/11/2022 12:00,BZN|CH,PT60M,212.95,EUR
              20/11/2022 12:00 - 20/11/2022 13:00,BZN|CH,PT60M,208.64,EUR
              20/11/2022 13:00 - 20/11/2022 14:00,BZN|CH,PT60M,199.29,EUR
              20/11/2022 14:00 - 20/11/2022 15:00,BZN|CH,PT60M,200.82,EUR
              20/11/2022 15:00 - 20/11/2022 16:00,BZN|CH,PT60M,215.05,EUR
              20/11/2022 16:00 - 20/11/2022 17:00,BZN|CH,PT60M,234.48,EUR
              20/11/2022 17:00 - 20/11/2022 18:00,BZN|CH,PT60M,257.92,EUR
              20/11/2022 18:00 - 20/11/2022 19:00,BZN|CH,PT60M,266.44,EUR
              20/11/2022 19:00 - 20/11/2022 20:00,BZN|CH,PT60M,255.35,EUR
              20/11/2022 20:00 - 20/11/2022 21:00,BZN|CH,PT60M,236.22,EUR
              20/11/2022 21:00 - 20/11/2022 22:00,BZN|CH,PT60M,218.20,EUR
              20/11/2022 22:00 - 20/11/2022 23:00,BZN|CH,PT60M,216.42,EUR
              20/11/2022 23:00 - 21/11/2022 00:00,BZN|CH,PT60M,203.47,EUR
              21/11/2022 00:00 - 21/11/2022 01:00,BZN|CH,PT60M,173.49,EUR
              21/11/2022 01:00 - 21/11/2022 02:00,BZN|CH,PT60M,157.41,EUR
              21/11/2022 02:00 - 21/11/2022 03:00,BZN|CH,PT60M,159.43,EUR
              21/11/2022 03:00 - 21/11/2022 04:00,BZN|CH,PT60M,153.85,EUR
              21/11/2022 04:00 - 21/11/2022 05:00,BZN|CH,PT60M,167.46,EUR
              21/11/2022 05:00 - 21/11/2022 06:00,BZN|CH,PT60M,212.49,EUR
              21/11/2022 06:00 - 21/11/2022 07:00,BZN|CH,PT60M,254.06,EUR
              21/11/2022 07:00 - 21/11/2022 08:00,BZN|CH,PT60M,307.64,EUR
              21/11/2022 08:00 - 21/11/2022 09:00,BZN|CH,PT60M,321.50,EUR
              21/11/2022 09:00 - 21/11/2022 10:00,BZN|CH,PT60M,315.24,EUR
              21/11/2022 10:00 - 21/11/2022 11:00,BZN|CH,PT60M,299.66,EUR
              21/11/2022 11:00 - 21/11/2022 12:00,BZN|CH,PT60M,296.14,EUR
              21/11/2022 12:00 - 21/11/2022 13:00,BZN|CH,PT60M,280.01,EUR
              21/11/2022 13:00 - 21/11/2022 14:00,BZN|CH,PT60M,281.10,EUR
              21/11/2022 14:00 - 21/11/2022 15:00,BZN|CH,PT60M,283.35,EUR
              21/11/2022 15:00 - 21/11/2022 16:00,BZN|CH,PT60M,292.75,EUR
              21/11/2022 16:00 - 21/11/2022 17:00,BZN|CH,PT60M,307.63,EUR
              21/11/2022 17:00 - 21/11/2022 18:00,BZN|CH,PT60M,330.15,EUR
              21/11/2022 18:00 - 21/11/2022 19:00,BZN|CH,PT60M,324.94,EUR
              21/11/2022 19:00 - 21/11/2022 20:00,BZN|CH,PT60M,310.35,EUR
              21/11/2022 20:00 - 21/11/2022 21:00,BZN|CH,PT60M,292.97,EUR
              21/11/2022 21:00 - 21/11/2022 22:00,BZN|CH,PT60M,252.81,EUR
              21/11/2022 22:00 - 21/11/2022 23:00,BZN|CH,PT60M,247.76,EUR
              21/11/2022 23:00 - 22/11/2022 00:00,BZN|CH,PT60M,246.10,EUR
              22/11/2022 00:00 - 22/11/2022 01:00,BZN|CH,PT60M,195.72,EUR
              22/11/2022 01:00 - 22/11/2022 02:00,BZN|CH,PT60M,193.90,EUR
              22/11/2022 02:00 - 22/11/2022 03:00,BZN|CH,PT60M,180.52,EUR
              22/11/2022 03:00 - 22/11/2022 04:00,BZN|CH,PT60M,181.99,EUR
              22/11/2022 04:00 - 22/11/2022 05:00,BZN|CH,PT60M,175.82,EUR
              22/11/2022 05:00 - 22/11/2022 06:00,BZN|CH,PT60M,209.91,EUR
              22/11/2022 06:00 - 22/11/2022 07:00,BZN|CH,PT60M,251.13,EUR
              22/11/2022 07:00 - 22/11/2022 08:00,BZN|CH,PT60M,284.78,EUR
              22/11/2022 08:00 - 22/11/2022 09:00,BZN|CH,PT60M,300.12,EUR
              22/11/2022 09:00 - 22/11/2022 10:00,BZN|CH,PT60M,287.85,EUR
              22/11/2022 10:00 - 22/11/2022 11:00,BZN|CH,PT60M,286.52,EUR
              22/11/2022 11:00 - 22/11/2022 12:00,BZN|CH,PT60M,287.11,EUR
              22/11/2022 12:00 - 22/11/2022 13:00,BZN|CH,PT60M,285.08,EUR
              22/11/2022 13:00 - 22/11/2022 14:00,BZN|CH,PT60M,280.83,EUR
              22/11/2022 14:00 - 22/11/2022 15:00,BZN|CH,PT60M,275.01,EUR
              22/11/2022 15:00 - 22/11/2022 16:00,BZN|CH,PT60M,282.58,EUR
              22/11/2022 16:00 - 22/11/2022 17:00,BZN|CH,PT60M,287.14,EUR
              22/11/2022 17:00 - 22/11/2022 18:00,BZN|CH,PT60M,305.08,EUR
              22/11/2022 18:00 - 22/11/2022 19:00,BZN|CH,PT60M,310.15,EUR
              22/11/2022 19:00 - 22/11/2022 20:00,BZN|CH,PT60M,301.41,EUR
              22/11/2022 20:00 - 22/11/2022 21:00,BZN|CH,PT60M,274.90,EUR
              22/11/2022 21:00 - 22/11/2022 22:00,BZN|CH,PT60M,248.02,EUR
              22/11/2022 22:00 - 22/11/2022 23:00,BZN|CH,PT60M,229.49,EUR
              22/11/2022 23:00 - 23/11/2022 00:00,BZN|CH,PT60M,211.55,EUR
              23/11/2022 00:00 - 23/11/2022 01:00,BZN|CH,PT60M,192.93,EUR
              23/11/2022 01:00 - 23/11/2022 02:00,BZN|CH,PT60M,181.96,EUR
              23/11/2022 02:00 - 23/11/2022 03:00,BZN|CH,PT60M,173.67,EUR
              23/11/2022 03:00 - 23/11/2022 04:00,BZN|CH,PT60M,172.09,EUR
              23/11/2022 04:00 - 23/11/2022 05:00,BZN|CH,PT60M,170.98,EUR
              23/11/2022 05:00 - 23/11/2022 06:00,BZN|CH,PT60M,197.64,EUR
              23/11/2022 06:00 - 23/11/2022 07:00,BZN|CH,PT60M,236.54,EUR
              23/11/2022 07:00 - 23/11/2022 08:00,BZN|CH,PT60M,267.58,EUR
              23/11/2022 08:00 - 23/11/2022 09:00,BZN|CH,PT60M,275.45,EUR
              23/11/2022 09:00 - 23/11/2022 10:00,BZN|CH,PT60M,264.79,EUR
              23/11/2022 10:00 - 23/11/2022 11:00,BZN|CH,PT60M,258.36,EUR
              23/11/2022 11:00 - 23/11/2022 12:00,BZN|CH,PT60M,257.15,EUR
              23/11/2022 12:00 - 23/11/2022 13:00,BZN|CH,PT60M,248.55,EUR
              23/11/2022 13:00 - 23/11/2022 14:00,BZN|CH,PT60M,249.76,EUR
              23/11/2022 14:00 - 23/11/2022 15:00,BZN|CH,PT60M,258.86,EUR
              23/11/2022 15:00 - 23/11/2022 16:00,BZN|CH,PT60M,267.12,EUR
              23/11/2022 16:00 - 23/11/2022 17:00,BZN|CH,PT60M,278.90,EUR
              23/11/2022 17:00 - 23/11/2022 18:00,BZN|CH,PT60M,272.02,EUR
              23/11/2022 18:00 - 23/11/2022 19:00,BZN|CH,PT60M,264.34,EUR
              23/11/2022 19:00 - 23/11/2022 20:00,BZN|CH,PT60M,271.47,EUR
              23/11/2022 20:00 - 23/11/2022 21:00,BZN|CH,PT60M,289.37,EUR
              23/11/2022 21:00 - 23/11/2022 22:00,BZN|CH,PT60M,274.12,EUR
              23/11/2022 22:00 - 23/11/2022 23:00,BZN|CH,PT60M,246.10,EUR
              23/11/2022 23:00 - 24/11/2022 00:00,BZN|CH,PT60M,235.95,EUR
              24/11/2022 00:00 - 24/11/2022 01:00,BZN|CH,PT60M,242.89,EUR
              24/11/2022 01:00 - 24/11/2022 02:00,BZN|CH,PT60M,235.30,EUR
              24/11/2022 02:00 - 24/11/2022 03:00,BZN|CH,PT60M,210.78,EUR
              24/11/2022 03:00 - 24/11/2022 04:00,BZN|CH,PT60M,226.75,EUR
              24/11/2022 04:00 - 24/11/2022 05:00,BZN|CH,PT60M,240.67,EUR
              24/11/2022 05:00 - 24/11/2022 06:00,BZN|CH,PT60M,242.73,EUR
              24/11/2022 06:00 - 24/11/2022 07:00,BZN|CH,PT60M,278.90,EUR
              24/11/2022 07:00 - 24/11/2022 08:00,BZN|CH,PT60M,301.93,EUR
              24/11/2022 08:00 - 24/11/2022 09:00,BZN|CH,PT60M,315.32,EUR
              24/11/2022 09:00 - 24/11/2022 10:00,BZN|CH,PT60M,300.77,EUR
              24/11/2022 10:00 - 24/11/2022 11:00,BZN|CH,PT60M,285.03,EUR
              24/11/2022 11:00 - 24/11/2022 12:00,BZN|CH,PT60M,280.08,EUR
              24/11/2022 12:00 - 24/11/2022 13:00,BZN|CH,PT60M,274.59,EUR
              24/11/2022 13:00 - 24/11/2022 14:00,BZN|CH,PT60M,276.00,EUR
              24/11/2022 14:00 - 24/11/2022 15:00,BZN|CH,PT60M,292.86,EUR
              24/11/2022 15:00 - 24/11/2022 16:00,BZN|CH,PT60M,304.53,EUR
              24/11/2022 16:00 - 24/11/2022 17:00,BZN|CH,PT60M,310.45,EUR
              24/11/2022 17:00 - 24/11/2022 18:00,BZN|CH,PT60M,324.91,EUR
              24/11/2022 18:00 - 24/11/2022 19:00,BZN|CH,PT60M,312.23,EUR
              24/11/2022 19:00 - 24/11/2022 20:00,BZN|CH,PT60M,303.08,EUR
              24/11/2022 20:00 - 24/11/2022 21:00,BZN|CH,PT60M,280.04,EUR
              24/11/2022 21:00 - 24/11/2022 22:00,BZN|CH,PT60M,265.07,EUR
              24/11/2022 22:00 - 24/11/2022 23:00,BZN|CH,PT60M,270.64,EUR
              24/11/2022 23:00 - 25/11/2022 00:00,BZN|CH,PT60M,261.91,EUR
              25/11/2022 00:00 - 25/11/2022 01:00,BZN|CH,PT60M,272.41,EUR
              25/11/2022 01:00 - 25/11/2022 02:00,BZN|CH,PT60M,258.10,EUR
              25/11/2022 02:00 - 25/11/2022 03:00,BZN|CH,PT60M,257.70,EUR
              25/11/2022 03:00 - 25/11/2022 04:00,BZN|CH,PT60M,253.31,EUR
              25/11/2022 04:00 - 25/11/2022 05:00,BZN|CH,PT60M,258.03,EUR
              25/11/2022 05:00 - 25/11/2022 06:00,BZN|CH,PT60M,265.92,EUR
              25/11/2022 06:00 - 25/11/2022 07:00,BZN|CH,PT60M,293.39,EUR
              25/11/2022 07:00 - 25/11/2022 08:00,BZN|CH,PT60M,310.38,EUR
              25/11/2022 08:00 - 25/11/2022 09:00,BZN|CH,PT60M,319.67,EUR
              25/11/2022 09:00 - 25/11/2022 10:00,BZN|CH,PT60M,325.08,EUR
              25/11/2022 10:00 - 25/11/2022 11:00,BZN|CH,PT60M,318.65,EUR
              25/11/2022 11:00 - 25/11/2022 12:00,BZN|CH,PT60M,315.41,EUR
              25/11/2022 12:00 - 25/11/2022 13:00,BZN|CH,PT60M,291.12,EUR
              25/11/2022 13:00 - 25/11/2022 14:00,BZN|CH,PT60M,290.96,EUR
              25/11/2022 14:00 - 25/11/2022 15:00,BZN|CH,PT60M,307.77,EUR
              25/11/2022 15:00 - 25/11/2022 16:00,BZN|CH,PT60M,324.84,EUR
              25/11/2022 16:00 - 25/11/2022 17:00,BZN|CH,PT60M,330.02,EUR
              25/11/2022 17:00 - 25/11/2022 18:00,BZN|CH,PT60M,351.94,EUR
              25/11/2022 18:00 - 25/11/2022 19:00,BZN|CH,PT60M,340.01,EUR
