MTU (CET/CEST),Area,Resolution,Price,Currency
              06/04/2022 09:00 - 06/04/2022 10:00,BZN|CH,PT60M,331.95,EUR
              06/04/2022 10:00 - 06/04/2022 11:00,BZN|CH,PT60M,313.84,EUR
              06/04/2022 11:00 - 06/04/2022 12:00,BZN|CH,PT60M,291.46,EUR
              06/04/2022 12:00 - 06/04/2022 13:00,BZN|CH,PT60M,284.76,EUR
              06/04/2022 13:00 - 06/04/2022 14:00,BZN|CH,PT60M,271.01,EUR
              06/04/2022 14:00 - 06/04/2022 15:00,BZN|CH,PT60M,248.37,EUR
              06/04/2022 15:00 - 06/04/2022 16:00,BZN|CH,PT60M,252.61,EUR
              06/04/2022 16:00 - 06/04/2022 17:00,BZN|CH,PT60M,270.34,EUR
              06/04/2022 17:00 - 06/04/2022 18:00,BZN|CH,PT60M,272.01,EUR
              06/04/2022 18:00 - 06/04/2022 19:00,BZN|CH,PT60M,275.30,EUR
              06/04/2022 19:00 - 06/04/2022 20:00,BZN|CH,PT60M,275.00,EUR
              06/04/2022 20:00 - 06/04/2022 21:00,BZN|CH,PT60M,276.46,EUR
              06/04/2022 21:00 - 06/04/2022 22:00,BZN|CH,PT60M,272.64,EUR
              06/04/2022 22:00 - 06/04/2022 23:00,BZN|CH,PT60M,242.18,EUR
              06/04/2022 23:00 - 07/04/2022 00:00,BZN|CH,PT60M,229.69,EUR
              07/04/2022 00:00 - 07/04/2022 01:00,BZN|CH,PT60M,211.94,EUR
              07/04/2022 01:00 - 07/04/2022 02:00,BZN|CH,PT60M,199.51,EUR
              07/04/2022 02:00 - 07/04/2022 03:00,BZN|CH,PT60M,187.07,EUR
              07/04/2022 03:00 - 07/04/2022 04:00,BZN|CH,PT60M,173.76,EUR
              07/04/2022 04:00 - 07/04/2022 05:00,BZN|CH,PT60M,169.97,EUR
              07/04/2022 05:00 - 07/04/2022 06:00,BZN|CH,PT60M,188.75,EUR
              07/04/2022 06:00 - 07/04/2022 07:00,BZN|CH,PT60M,215.01,EUR
              07/04/2022 07:00 - 07/04/2022 08:00,BZN|CH,PT60M,248.98,EUR
              07/04/2022 08:00 - 07/04/2022 09:00,BZN|CH,PT60M,268.35,EUR
              07/04/2022 09:00 - 07/04/2022 10:00,BZN|CH,PT60M,269.75,EUR
              07/04/2022 10:00 - 07/04/2022 11:00,BZN|CH,PT60M,255.31,EUR
              07/04/2022 11:00 - 07/04/2022 12:00,BZN|CH,PT60M,251.90,EUR
              07/04/2022 12:00 - 07/04/2022 13:00,BZN|CH,PT60M,233.29,EUR
              07/04/2022 13:00 - 07/04/2022 14:00,BZN|CH,PT60M,227.61,EUR
              07/04/2022 14:00 - 07/04/2022 15:00,BZN|CH,PT60M,220.68,EUR
              07/04/2022 15:00 - 07/04/2022 16:00,BZN|CH,PT60M,227.50,EUR
              07/04/2022 16:00 - 07/04/2022 17:00,BZN|CH,PT60M,226.70,EUR
              07/04/2022 17:00 - 07/04/2022 18:00,BZN|CH,PT60M,220.05,EUR
              07/04/2022 18:00 - 07/04/2022 19:00,BZN|CH,PT60M,227.96,EUR
              07/04/2022 19:00 - 07/04/2022 20:00,BZN|CH,PT60M,257.54,EUR
              07/04/2022 20:00 - 07/04/2022 21:00,BZN|CH,PT60M,267.78,EUR
              07/04/2022 21:00 - 07/04/2022 22:00,BZN|CH,PT60M,254.56,EUR
              07/04/2022 22:00 - 07/04/2022 23:00,BZN|CH,PT60M,239.61,EUR
              07/04/2022 23:00 - 08/04/2022 00:00,BZN|CH,PT60M,226.04,EUR
              08/04/2022 00:00 - 08/04/2022 01:00,BZN|CH,PT60M,220.06,EUR
              08/04/2022 01:00 - 08/04/2022 02:00,BZN|CH,PT60M,213.10,EUR
              08/04/2022 02:00 - 08/04/2022 03:00,BZN|CH,PT60M,210.21,EUR
              08/04/2022 03:00 - 08/04/2022 04:00,BZN|CH,PT60M,200.78,EUR
              08/04/2022 04:00 - 08/04/2022 05:00,BZN|CH,PT60M,197.92,EUR
              08/04/2022 05:00 - 08/04/2022 06:00,BZN|CH,PT60M,212.14,EUR
              08/04/2022 06:00 - 08/04/2022 07:00,BZN|CH,PT60M,242.59,EUR
              08/04/2022 07:00 - 08/04/2022 08:00,BZN|CH,PT60M,288.55,EUR
              08/04/2022 08:00 - 08/04/2022 09:00,BZN|CH,PT60M,300.56,EUR
              08/04/2022 09:00 - 08/04/2022 10:00,BZN|CH,PT60M,297.44,EUR
              08/04/2022 10:00 - 08/04/2022 11:00,BZN|CH,PT60M,283.25,EUR
              08/04/2022 11:00 - 08/04/2022 12:00,BZN|CH,PT60M,272.47,EUR
              08/04/2022 12:00 - 08/04/2022 13:00,BZN|CH,PT60M,258.58,EUR
              08/04/2022 13:00 - 08/04/2022 14:00,BZN|CH,PT60M,237.60,EUR
              08/04/2022 14:00 - 08/04/2022 15:00,BZN|CH,PT60M,228.59,EUR
              08/04/2022 15:00 - 08/04/2022 16:00,BZN|CH,PT60M,221.70,EUR
              08/04/2022 16:00 - 08/04/2022 17:00,BZN|CH,PT60M,223.03,EUR
              08/04/2022 17:00 - 08/04/2022 18:00,BZN|CH,PT60M,223.17,EUR
              08/04/2022 18:00 - 08/04/2022 19:00,BZN|CH,PT60M,237.62,EUR
              08/04/2022 19:00 - 08/04/2022 20:00,BZN|CH,PT60M,263.46,EUR
              08/04/2022 20:00 - 08/04/2022 21:00,BZN|CH,PT60M,275.86,EUR
              08/04/2022 21:00 - 08/04/2022 22:00,BZN|CH,PT60M,267.83,EUR
              08/04/2022 22:00 - 08/04/2022 23:00,BZN|CH,PT60M,247.51,EUR
              08/04/2022 23:00 - 09/04/2022 00:00,BZN|CH,PT60M,229.68,EUR
              09/04/2022 00:00 - 09/04/2022 01:00,BZN|CH,PT60M,240.44,EUR
              09/04/2022 01:00 - 09/04/2022 02:00,BZN|CH,PT60M,235.97,EUR
              09/04/2022 02:00 - 09/04/2022 03:00,BZN|CH,PT60M,231.12,EUR
              09/04/2022 03:00 - 09/04/2022 04:00,BZN|CH,PT60M,214.18,EUR
              09/04/2022 04:00 - 09/04/2022 05:00,BZN|CH,PT60M,212.56,EUR
              09/04/2022 05:00 - 09/04/2022 06:00,BZN|CH,PT60M,221.63,EUR
              09/04/2022 06:00 - 09/04/2022 07:00,BZN|CH,PT60M,232.19,EUR
              09/04/2022 07:00 - 09/04/2022 08:00,BZN|CH,PT60M,255.15,EUR
              09/04/2022 08:00 - 09/04/2022 09:00,BZN|CH,PT60M,269.37,EUR
              09/04/2022 09:00 - 09/04/2022 10:00,BZN|CH,PT60M,272.53,EUR
              09/04/2022 10:00 - 09/04/2022 11:00,BZN|CH,PT60M,270.10,EUR
              09/04/2022 11:00 - 09/04/2022 12:00,BZN|CH,PT60M,261.13,EUR
              09/04/2022 12:00 - 09/04/2022 13:00,BZN|CH,PT60M,236.96,EUR
              09/04/2022 13:00 - 09/04/2022 14:00,BZN|CH,PT60M,224.80,EUR
              09/04/2022 14:00 - 09/04/2022 15:00,BZN|CH,PT60M,205.11,EUR
              09/04/2022 15:00 - 09/04/2022 16:00,BZN|CH,PT60M,195.21,EUR
              09/04/2022 16:00 - 09/04/2022 17:00,BZN|CH,PT60M,194.73,EUR
              09/04/2022 17:00 - 09/04/2022 18:00,BZN|CH,PT60M,206.44,EUR
              09/04/2022 18:00 - 09/04/2022 19:00,BZN|CH,PT60M,238.47,EUR
              09/04/2022 19:00 - 09/04/2022 20:00,BZN|CH,PT60M,269.03,EUR
              09/04/2022 20:00 - 09/04/2022 21:00,BZN|CH,PT60M,277.12,EUR
              09/04/2022 21:00 - 09/04/2022 22:00,BZN|CH,PT60M,284.45,EUR
              09/04/2022 22:00 - 09/04/2022 23:00,BZN|CH,PT60M,280.57,EUR
              09/04/2022 23:00 - 10/04/2022 00:00,BZN|CH,PT60M,271.31,EUR
              10/04/2022 00:00 - 10/04/2022 01:00,BZN|CH,PT60M,266.84,EUR
              10/04/2022 01:00 - 10/04/2022 02:00,BZN|CH,PT60M,260.08,EUR
              10/04/2022 02:00 - 10/04/2022 03:00,BZN|CH,PT60M,254.28,EUR
              10/04/2022 03:00 - 10/04/2022 04:00,BZN|CH,PT60M,242.62,EUR
              10/04/2022 04:00 - 10/04/2022 05:00,BZN|CH,PT60M,231.47,EUR
              10/04/2022 05:00 - 10/04/2022 06:00,BZN|CH,PT60M,232.01,EUR
              10/04/2022 06:00 - 10/04/2022 07:00,BZN|CH,PT60M,240.03,EUR
              10/04/2022 07:00 - 10/04/2022 08:00,BZN|CH,PT60M,242.50,EUR
              10/04/2022 08:00 - 10/04/2022 09:00,BZN|CH,PT60M,227.49,EUR
              10/04/2022 09:00 - 10/04/2022 10:00,BZN|CH,PT60M,222.76,EUR
              10/04/2022 10:00 - 10/04/2022 11:00,BZN|CH,PT60M,213.95,EUR
              10/04/2022 11:00 - 10/04/2022 12:00,BZN|CH,PT60M,198.69,EUR
              10/04/2022 12:00 - 10/04/2022 13:00,BZN|CH,PT60M,184.72,EUR
              10/04/2022 13:00 - 10/04/2022 14:00,BZN|CH,PT60M,78.89,EUR
              10/04/2022 14:00 - 10/04/2022 15:00,BZN|CH,PT60M,17.68,EUR
              10/04/2022 15:00 - 10/04/2022 16:00,BZN|CH,PT60M,11.71,EUR
              10/04/2022 16:00 - 10/04/2022 17:00,BZN|CH,PT60M,36.46,EUR
              10/04/2022 17:00 - 10/04/2022 18:00,BZN|CH,PT60M,157.37,EUR
              10/04/2022 18:00 - 10/04/2022 19:00,BZN|CH,PT60M,222.93,EUR
              10/04/2022 19:00 - 10/04/2022 20:00,BZN|CH,PT60M,266.06,EUR
              10/04/2022 20:00 - 10/04/2022 21:00,BZN|CH,PT60M,273.69,EUR
              10/04/2022 21:00 - 10/04/2022 22:00,BZN|CH,PT60M,270.81,EUR
              10/04/2022 22:00 - 10/04/2022 23:00,BZN|CH,PT60M,251.50,EUR
              10/04/2022 23:00 - 11/04/2022 00:00,BZN|CH,PT60M,227.60,EUR
              11/04/2022 00:00 - 11/04/2022 01:00,BZN|CH,PT60M,219.35,EUR
              11/04/2022 01:00 - 11/04/2022 02:00,BZN|CH,PT60M,210.50,EUR
              11/04/2022 02:00 - 11/04/2022 03:00,BZN|CH,PT60M,205.13,EUR
              11/04/2022 03:00 - 11/04/2022 04:00,BZN|CH,PT60M,199.91,EUR
              11/04/2022 04:00 - 11/04/2022 05:00,BZN|CH,PT60M,212.13,EUR
              11/04/2022 05:00 - 11/04/2022 06:00,BZN|CH,PT60M,227.21,EUR
              11/04/2022 06:00 - 11/04/2022 07:00,BZN|CH,PT60M,274.40,EUR
              11/04/2022 07:00 - 11/04/2022 08:00,BZN|CH,PT60M,309.80,EUR
              11/04/2022 08:00 - 11/04/2022 09:00,BZN|CH,PT60M,309.96,EUR
              11/04/2022 09:00 - 11/04/2022 10:00,BZN|CH,PT60M,275.54,EUR
              11/04/2022 10:00 - 11/04/2022 11:00,BZN|CH,PT60M,261.08,EUR
              11/04/2022 11:00 - 11/04/2022 12:00,BZN|CH,PT60M,240.04,EUR
              11/04/2022 12:00 - 11/04/2022 13:00,BZN|CH,PT60M,224.08,EUR
              11/04/2022 13:00 - 11/04/2022 14:00,BZN|CH,PT60M,203.90,EUR
              11/04/2022 14:00 - 11/04/2022 15:00,BZN|CH,PT60M,189.29,EUR
              11/04/2022 15:00 - 11/04/2022 16:00,BZN|CH,PT60M,188.54,EUR
              11/04/2022 16:00 - 11/04/2022 17:00,BZN|CH,PT60M,203.47,EUR
              11/04/2022 17:00 - 11/04/2022 18:00,BZN|CH,PT60M,232.59,EUR
              11/04/2022 18:00 - 11/04/2022 19:00,BZN|CH,PT60M,280.07,EUR
              11/04/2022 19:00 - 11/04/2022 20:00,BZN|CH,PT60M,309.11,EUR
              11/04/2022 20:00 - 11/04/2022 21:00,BZN|CH,PT60M,296.08,EUR
              11/04/2022 21:00 - 11/04/2022 22:00,BZN|CH,PT60M,275.84,EUR
              11/04/2022 22:00 - 11/04/2022 23:00,BZN|CH,PT60M,261.88,EUR
              11/04/2022 23:00 - 12/04/2022 00:00,BZN|CH,PT60M,231.58,EUR
              12/04/2022 00:00 - 12/04/2022 01:00,BZN|CH,PT60M,206.39,EUR
              12/04/2022 01:00 - 12/04/2022 02:00,BZN|CH,PT60M,196.90,EUR
              12/04/2022 02:00 - 12/04/2022 03:00,BZN|CH,PT60M,201.62,EUR
              12/04/2022 03:00 - 12/04/2022 04:00,BZN|CH,PT60M,190.03,EUR
              12/04/2022 04:00 - 12/04/2022 05:00,BZN|CH,PT60M,190.88,EUR
              12/04/2022 05:00 - 12/04/2022 06:00,BZN|CH,PT60M,203.65,EUR
              12/04/2022 06:00 - 12/04/2022 07:00,BZN|CH,PT60M,233.00,EUR
              12/04/2022 07:00 - 12/04/2022 08:00,BZN|CH,PT60M,270.80,EUR
              12/04/2022 08:00 - 12/04/2022 09:00,BZN|CH,PT60M,273.31,EUR
              12/04/2022 09:00 - 12/04/2022 10:00,BZN|CH,PT60M,272.88,EUR
              12/04/2022 10:00 - 12/04/2022 11:00,BZN|CH,PT60M,265.09,EUR
              12/04/2022 11:00 - 12/04/2022 12:00,BZN|CH,PT60M,245.39,EUR
              12/04/2022 12:00 - 12/04/2022 13:00,BZN|CH,PT60M,244.09,EUR
              12/04/2022 13:00 - 12/04/2022 14:00,BZN|CH,PT60M,227.57,EUR
              12/04/2022 14:00 - 12/04/2022 15:00,BZN|CH,PT60M,221.78,EUR
              12/04/2022 15:00 - 12/04/2022 16:00,BZN|CH,PT60M,220.16,EUR
              12/04/2022 16:00 - 12/04/2022 17:00,BZN|CH,PT60M,221.31,EUR
              12/04/2022 17:00 - 12/04/2022 18:00,BZN|CH,PT60M,226.12,EUR
              12/04/2022 18:00 - 12/04/2022 19:00,BZN|CH,PT60M,261.05,EUR
              12/04/2022 19:00 - 12/04/2022 20:00,BZN|CH,PT60M,282.72,EUR
              12/04/2022 20:00 - 12/04/2022 21:00,BZN|CH,PT60M,285.07,EUR
              12/04/2022 21:00 - 12/04/2022 22:00,BZN|CH,PT60M,275.51,EUR
              12/04/2022 22:00 - 12/04/2022 23:00,BZN|CH,PT60M,264.97,EUR
              12/04/2022 23:00 - 13/04/2022 00:00,BZN|CH,PT60M,253.37,EUR
              13/04/2022 00:00 - 13/04/2022 01:00,BZN|CH,PT60M,241.32,EUR
              13/04/2022 01:00 - 13/04/2022 02:00,BZN|CH,PT60M,228.81,EUR
              13/04/2022 02:00 - 13/04/2022 03:00,BZN|CH,PT60M,222.87,EUR
              13/04/2022 03:00 - 13/04/2022 04:00,BZN|CH,PT60M,208.56,EUR
              13/04/2022 04:00 - 13/04/2022 05:00,BZN|CH,PT60M,206.13,EUR
              13/04/2022 05:00 - 13/04/2022 06:00,BZN|CH,PT60M,222.88,EUR
              13/04/2022 06:00 - 13/04/2022 07:00,BZN|CH,PT60M,258.11,EUR
              13/04/2022 07:00 - 13/04/2022 08:00,BZN|CH,PT60M,278.60,EUR
              13/04/2022 08:00 - 13/04/2022 09:00,BZN|CH,PT60M,282.05,EUR
              13/04/2022 09:00 - 13/04/2022 10:00,BZN|CH,PT60M,271.91,EUR
              13/04/2022 10:00 - 13/04/2022 11:00,BZN|CH,PT60M,254.39,EUR
              13/04/2022 11:00 - 13/04/2022 12:00,BZN|CH,PT60M,241.75,EUR
              13/04/2022 12:00 - 13/04/2022 13:00,BZN|CH,PT60M,230.21,EUR
              13/04/2022 13:00 - 13/04/2022 14:00,BZN|CH,PT60M,217.18,EUR
              13/04/2022 14:00 - 13/04/2022 15:00,BZN|CH,PT60M,209.70,EUR
              13/04/2022 15:00 - 13/04/2022 16:00,BZN|CH,PT60M,204.50,EUR
              13/04/2022 16:00 - 13/04/2022 17:00,BZN|CH,PT60M,214.72,EUR
              13/04/2022 17:00 - 13/04/2022 18:00,BZN|CH,PT60M,240.14,EUR
              13/04/2022 18:00 - 13/04/2022 19:00,BZN|CH,PT60M,266.13,EUR
              13/04/2022 19:00 - 13/04/2022 20:00,BZN|CH,PT60M,293.98,EUR
              13/04/2022 20:00 - 13/04/2022 21:00,BZN|CH,PT60M,291.91,EUR
              13/04/2022 21:00 - 13/04/2022 22:00,BZN|CH,PT60M,272.14,EUR
              13/04/2022 22:00 - 13/04/2022 23:00,BZN|CH,PT60M,256.61,EUR
              13/04/2022 23:00 - 14/04/2022 00:00,BZN|CH,PT60M,234.42,EUR
              14/04/2022 00:00 - 14/04/2022 01:00,BZN|CH,PT60M,230.56,EUR
              14/04/2022 01:00 - 14/04/2022 02:00,BZN|CH,PT60M,217.86,EUR
              14/04/2022 02:00 - 14/04/2022 03:00,BZN|CH,PT60M,208.24,EUR
              14/04/2022 03:00 - 14/04/2022 04:00,BZN|CH,PT60M,199.91,EUR
              14/04/2022 04:00 - 14/04/2022 05:00,BZN|CH,PT60M,202.70,EUR
              14/04/2022 05:00 - 14/04/2022 06:00,BZN|CH,PT60M,219.98,EUR
              14/04/2022 06:00 - 14/04/2022 07:00,BZN|CH,PT60M,258.17,EUR
              14/04/2022 07:00 - 14/04/2022 08:00,BZN|CH,PT60M,280.13,EUR
              14/04/2022 08:00 - 14/04/2022 09:00,BZN|CH,PT60M,281.40,EUR
              14/04/2022 09:00 - 14/04/2022 10:00,BZN|CH,PT60M,260.40,EUR
              14/04/2022 10:00 - 14/04/2022 11:00,BZN|CH,PT60M,234.02,EUR
              14/04/2022 11:00 - 14/04/2022 12:00,BZN|CH,PT60M,215.83,EUR
              14/04/2022 12:00 - 14/04/2022 13:00,BZN|CH,PT60M,202.02,EUR
              14/04/2022 13:00 - 14/04/2022 14:00,BZN|CH,PT60M,196.42,EUR
              14/04/2022 14:00 - 14/04/2022 15:00,BZN|CH,PT60M,191.00,EUR
              14/04/2022 15:00 - 14/04/2022 16:00,BZN|CH,PT60M,187.70,EUR
              14/04/2022 16:00 - 14/04/2022 17:00,BZN|CH,PT60M,192.34,EUR
              14/04/2022 17:00 - 14/04/2022 18:00,BZN|CH,PT60M,220.30,EUR
              14/04/2022 18:00 - 14/04/2022 19:00,BZN|CH,PT60M,249.16,EUR
              14/04/2022 19:00 - 14/04/2022 20:00,BZN|CH,PT60M,276.91,EUR
              14/04/2022 20:00 - 14/04/2022 21:00,BZN|CH,PT60M,276.40,EUR
              14/04/2022 21:00 - 14/04/2022 22:00,BZN|CH,PT60M,258.53,EUR
              14/04/2022 22:00 - 14/04/2022 23:00,BZN|CH,PT60M,242.14,EUR
              14/04/2022 23:00 - 15/04/2022 00:00,BZN|CH,PT60M,222.08,EUR
              15/04/2022 00:00 - 15/04/2022 01:00,BZN|CH,PT60M,209.93,EUR
              15/04/2022 01:00 - 15/04/2022 02:00,BZN|CH,PT60M,196.88,EUR
              15/04/2022 02:00 - 15/04/2022 03:00,BZN|CH,PT60M,191.28,EUR
              15/04/2022 03:00 - 15/04/2022 04:00,BZN|CH,PT60M,186.33,EUR
              15/04/2022 04:00 - 15/04/2022 05:00,BZN|CH,PT60M,185.61,EUR
              15/04/2022 05:00 - 15/04/2022 06:00,BZN|CH,PT60M,190.07,EUR
              15/04/2022 06:00 - 15/04/2022 07:00,BZN|CH,PT60M,192.92,EUR
              15/04/2022 07:00 - 15/04/2022 08:00,BZN|CH,PT60M,203.70,EUR
              15/04/2022 08:00 - 15/04/2022 09:00,BZN|CH,PT60M,207.29,EUR
              15/04/2022 09:00 - 15/04/2022 10:00,BZN|CH,PT60M,200.77,EUR
              15/04/2022 10:00 - 15/04/2022 11:00,BZN|CH,PT60M,190.60,EUR
              15/04/2022 11:00 - 15/04/2022 12:00,BZN|CH,PT60M,186.53,EUR
              15/04/2022 12:00 - 15/04/2022 13:00,BZN|CH,PT60M,183.77,EUR
              15/04/2022 13:00 - 15/04/2022 14:00,BZN|CH,PT60M,172.74,EUR
              15/04/2022 14:00 - 15/04/2022 15:00,BZN|CH,PT60M,154.42,EUR
              15/04/2022 15:00 - 15/04/2022 16:00,BZN|CH,PT60M,163.11,EUR
              15/04/2022 16:00 - 15/04/2022 17:00,BZN|CH,PT60M,163.50,EUR
              15/04/2022 17:00 - 15/04/2022 18:00,BZN|CH,PT60M,179.58,EUR
              15/04/2022 18:00 - 15/04/2022 19:00,BZN|CH,PT60M,199.69,EUR
              15/04/2022 19:00 - 15/04/2022 20:00,BZN|CH,PT60M,225.13,EUR
              15/04/2022 20:00 - 15/04/2022 21:00,BZN|CH,PT60M,230.03,EUR
              15/04/2022 21:00 - 15/04/2022 22:00,BZN|CH,PT60M,220.82,EUR
              15/04/2022 22:00 - 15/04/2022 23:00,BZN|CH,PT60M,215.34,EUR
              15/04/2022 23:00 - 16/04/2022 00:00,BZN|CH,PT60M,207.56,EUR
              16/04/2022 00:00 - 16/04/2022 01:00,BZN|CH,PT60M,191.60,EUR
              16/04/2022 01:00 - 16/04/2022 02:00,BZN|CH,PT60M,184.41,EUR
              16/04/2022 02:00 - 16/04/2022 03:00,BZN|CH,PT60M,178.05,EUR
              16/04/2022 03:00 - 16/04/2022 04:00,BZN|CH,PT60M,175.79,EUR
              16/04/2022 04:00 - 16/04/2022 05:00,BZN|CH,PT60M,171.72,EUR
              16/04/2022 05:00 - 16/04/2022 06:00,BZN|CH,PT60M,178.10,EUR
              16/04/2022 06:00 - 16/04/2022 07:00,BZN|CH,PT60M,182.41,EUR
              16/04/2022 07:00 - 16/04/2022 08:00,BZN|CH,PT60M,186.19,EUR
              16/04/2022 08:00 - 16/04/2022 09:00,BZN|CH,PT60M,184.55,EUR
              16/04/2022 09:00 - 16/04/2022 10:00,BZN|CH,PT60M,171.46,EUR
              16/04/2022 10:00 - 16/04/2022 11:00,BZN|CH,PT60M,150.75,EUR
              16/04/2022 11:00 - 16/04/2022 12:00,BZN|CH,PT60M,125.04,EUR
              16/04/2022 12:00 - 16/04/2022 13:00,BZN|CH,PT60M,96.03,EUR
              16/04/2022 13:00 - 16/04/2022 14:00,BZN|CH,PT60M,55.77,EUR
              16/04/2022 14:00 - 16/04/2022 15:00,BZN|CH,PT60M,22.96,EUR
              16/04/2022 15:00 - 16/04/2022 16:00,BZN|CH,PT60M,40.66,EUR
              16/04/2022 16:00 - 16/04/2022 17:00,BZN|CH,PT60M,63.03,EUR
              16/04/2022 17:00 - 16/04/2022 18:00,BZN|CH,PT60M,132.00,EUR
              16/04/2022 18:00 - 16/04/2022 19:00,BZN|CH,PT60M,179.44,EUR
              16/04/2022 19:00 - 16/04/2022 20:00,BZN|CH,PT60M,195.10,EUR
              16/04/2022 20:00 - 16/04/2022 21:00,BZN|CH,PT60M,199.52,EUR
              16/04/2022 21:00 - 16/04/2022 22:00,BZN|CH,PT60M,194.06,EUR
              16/04/2022 22:00 - 16/04/2022 23:00,BZN|CH,PT60M,186.06,EUR
              16/04/2022 23:00 - 17/04/2022 00:00,BZN|CH,PT60M,179.96,EUR
              17/04/2022 00:00 - 17/04/2022 01:00,BZN|CH,PT60M,170.91,EUR
              17/04/2022 01:00 - 17/04/2022 02:00,BZN|CH,PT60M,164.02,EUR
              17/04/2022 02:00 - 17/04/2022 03:00,BZN|CH,PT60M,159.41,EUR
              17/04/2022 03:00 - 17/04/2022 04:00,BZN|CH,PT60M,157.34,EUR
              17/04/2022 04:00 - 17/04/2022 05:00,BZN|CH,PT60M,156.94,EUR
              17/04/2022 05:00 - 17/04/2022 06:00,BZN|CH,PT60M,159.70,EUR
              17/04/2022 06:00 - 17/04/2022 07:00,BZN|CH,PT60M,162.04,EUR
              17/04/2022 07:00 - 17/04/2022 08:00,BZN|CH,PT60M,155.92,EUR
              17/04/2022 08:00 - 17/04/2022 09:00,BZN|CH,PT60M,139.53,EUR
              17/04/2022 09:00 - 17/04/2022 10:00,BZN|CH,PT60M,102.62,EUR
              17/04/2022 10:00 - 17/04/2022 11:00,BZN|CH,PT60M,62.11,EUR
              17/04/2022 11:00 - 17/04/2022 12:00,BZN|CH,PT60M,49.29,EUR
              17/04/2022 12:00 - 17/04/2022 13:00,BZN|CH,PT60M,23.79,EUR
              17/04/2022 13:00 - 17/04/2022 14:00,BZN|CH,PT60M,0.31,EUR
              17/04/2022 14:00 - 17/04/2022 15:00,BZN|CH,PT60M,-1.00,EUR
              17/04/2022 15:00 - 17/04/2022 16:00,BZN|CH,PT60M,0.41,EUR
              17/04/2022 16:00 - 17/04/2022 17:00,BZN|CH,PT60M,18.49,EUR
              17/04/2022 17:00 - 17/04/2022 18:00,BZN|CH,PT60M,89.04,EUR
              17/04/2022 18:00 - 17/04/2022 19:00,BZN|CH,PT60M,157.97,EUR
              17/04/2022 19:00 - 17/04/2022 20:00,BZN|CH,PT60M,186.25,EUR
              17/04/2022 20:00 - 17/04/2022 21:00,BZN|CH,PT60M,195.05,EUR
              17/04/2022 21:00 - 17/04/2022 22:00,BZN|CH,PT60M,192.68,EUR
              17/04/2022 22:00 - 17/04/2022 23:00,BZN|CH,PT60M,185.15,EUR
              17/04/2022 23:00 - 18/04/2022 00:00,BZN|CH,PT60M,169.44,EUR
              18/04/2022 00:00 - 18/04/2022 01:00,BZN|CH,PT60M,134.72,EUR
              18/04/2022 01:00 - 18/04/2022 02:00,BZN|CH,PT60M,116.00,EUR
              18/04/2022 02:00 - 18/04/2022 03:00,BZN|CH,PT60M,104.45,EUR
              18/04/2022 03:00 - 18/04/2022 04:00,BZN|CH,PT60M,105.60,EUR
              18/04/2022 04:00 - 18/04/2022 05:00,BZN|CH,PT60M,114.22,EUR
              18/04/2022 05:00 - 18/04/2022 06:00,BZN|CH,PT60M,118.46,EUR
              18/04/2022 06:00 - 18/04/2022 07:00,BZN|CH,PT60M,130.08,EUR
              18/04/2022 07:00 - 18/04/2022 08:00,BZN|CH,PT60M,137.72,EUR
              18/04/2022 08:00 - 18/04/2022 09:00,BZN|CH,PT60M,128.19,EUR
              18/04/2022 09:00 - 18/04/2022 10:00,BZN|CH,PT60M,116.30,EUR
              18/04/2022 10:00 - 18/04/2022 11:00,BZN|CH,PT60M,87.08,EUR
              18/04/2022 11:00 - 18/04/2022 12:00,BZN|CH,PT60M,60.16,EUR
              18/04/2022 12:00 - 18/04/2022 13:00,BZN|CH,PT60M,36.96,EUR
              18/04/2022 13:00 - 18/04/2022 14:00,BZN|CH,PT60M,12.20,EUR
              18/04/2022 14:00 - 18/04/2022 15:00,BZN|CH,PT60M,14.53,EUR
              18/04/2022 15:00 - 18/04/2022 16:00,BZN|CH,PT60M,35.04,EUR
              18/04/2022 16:00 - 18/04/2022 17:00,BZN|CH,PT60M,66.07,EUR
              18/04/2022 17:00 - 18/04/2022 18:00,BZN|CH,PT60M,128.57,EUR
              18/04/2022 18:00 - 18/04/2022 19:00,BZN|CH,PT60M,184.26,EUR
              18/04/2022 19:00 - 18/04/2022 20:00,BZN|CH,PT60M,210.22,EUR
              18/04/2022 20:00 - 18/04/2022 21:00,BZN|CH,PT60M,231.84,EUR
              18/04/2022 21:00 - 18/04/2022 22:00,BZN|CH,PT60M,210.25,EUR
              18/04/2022 22:00 - 18/04/2022 23:00,BZN|CH,PT60M,200.64,EUR
              18/04/2022 23:00 - 19/04/2022 00:00,BZN|CH,PT60M,190.93,EUR
              19/04/2022 00:00 - 19/04/2022 01:00,BZN|CH,PT60M,191.78,EUR
              19/04/2022 01:00 - 19/04/2022 02:00,BZN|CH,PT60M,187.55,EUR
              19/04/2022 02:00 - 19/04/2022 03:00,BZN|CH,PT60M,184.66,EUR
              19/04/2022 03:00 - 19/04/2022 04:00,BZN|CH,PT60M,183.18,EUR
              19/04/2022 04:00 - 19/04/2022 05:00,BZN|CH,PT60M,181.51,EUR
              19/04/2022 05:00 - 19/04/2022 06:00,BZN|CH,PT60M,194.23,EUR
              19/04/2022 06:00 - 19/04/2022 07:00,BZN|CH,PT60M,235.06,EUR
